generation,model_idx,parent_id,fitness,improved,success_rate,sigma,WinReward,InvestReward,InvestDecay,AntiSpend,SavingsWeight,CombatScale,GadgetUpgrade,GadgetUse
4,5,2,0.62333,0,0.0,0.2,74951.673017,4044.17993,1818.389066,587.847534,0.109833,0.784976,712.139945,39.847347
4,6,0,0.75333,0,0.0,0.2,73446.123751,4759.588975,1408.149081,497.74355,0.13421,0.788124,1227.527917,35.283796
5,0,6,0.68,0,0.1429,0.2,73446.123751,4759.588975,1408.149081,497.74355,0.13421,0.788124,1227.527917,35.283796
5,1,1,0.69333,0,0.1429,0.2,72734.359078,3528.964442,1296.26029,435.630247,0.139844,0.516303,944.406801,57.278314
5,2,4,0.77333,1,0.1429,0.2,86811.738034,3712.277157,1363.080012,549.879199,0.109128,0.566809,1018.739117,86.772207
5,3,6,0.69,0,0.1429,0.2,53134.391203,4655.943039,1535.380894,457.734399,0.13109,0.793522,1150.562522,35.29446
5,4,1,0.62333,0,0.1429,0.2,87370.548852,3728.000609,1536.622175,641.417293,0.224261,0.510327,927.72103,43.16734
5,5,4,0.66333,0,0.1429,0.2,91184.199869,4449.65916,1504.966411,467.743793,0.120205,0.434052,1261.831924,73.900927
5,6,6,0.69667,0,0.1429,0.2,61330.320423,5004.492158,1488.761567,390.648647,0.149447,0.74333,1547.947939,39.09743
6,0,2,0.71,0,0.2857,0.2,86811.738034,3712.277157,1363.080012,549.879199,0.109128,0.566809,1018.739117,86.772207
6,1,6,0.66,0,0.2857,0.2,61330.320423,5004.492158,1488.761567,390.648647,0.149447,0.74333,1547.947939,39.09743
6,2,1,0.77667,1,0.2857,0.2,72734.359078,3528.964442,1296.26029,435.630247,0.139844,0.516303,944.406801,57.278314
6,3,2,0.72667,0,0.2857,0.2,59481.787404,3102.589385,941.896856,491.007563,0.093328,0.546522,846.484829,90.376284
6,4,6,0.69667,0,0.2857,0.2,50374.161182,6440.54089,1375.382168,373.380418,0.146378,0.880208,1410.883085,43.503243
6,5,1,0.76667,1,0.2857,0.2,60481.340681,2489.488868,1087.784445,416.352813,0.200306,0.518294,1037.738143,61.918545
6,6,2,0.69,0,0.2857,0.2,91512.447228,3609.606007,1328.627126,548.137664,0.077224,0.455457,1016.317412,82.956726
7,0,2,0.75667,0,0.2857,0.2,72734.359078,3528.964442,1296.26029,435.630247,0.139844,0.516303,944.406801,57.278314
7,1,5,0.70333,0,0.2857,0.2,60481.340681,2489.488868,1087.784445,416.352813,0.200306,0.518294,1037.738143,61.918545
7,2,3,0.68333,0,0.2857,0.2,59481.787404,3102.589385,941.896856,491.007563,0.093328,0.546522,846.484829,90.376284
7,3,2,0.74333,0,0.2857,0.2,72389.403916,3620.995285,1320.972184,463.370776,0.122711,0.485847,1090.660612,93.044471
7,4,5,0.77667,1,0.2857,0.2,59816.473109,1834.801096,1255.965554,572.88838,0.276147,0.437043,691.048274,50.103948
7,5,3,0.73333,1,0.2857,0.2,43570.098096,3247.39013,717.553284,575.370354,0.063871,0.399835,685.519144,101.941825
7,6,2,0.72,0,0.2857,0.2,79812.378114,3962.045448,1711.674879,426.390344,0.166169,0.596775,825.89976,65.55598
8,0,4,0.69667,0,0.1429,0.2,59816.473109,1834.801096,1255.965554,572.88838,0.276147,0.437043,691.048274,50.103948
8,1,0,0.61333,0,0.1429,0.2,72734.359078,3528.964442,1296.26029,435.630247,0.139844,0.516303,944.406801,57.278314
8,2,3,0.66667,0,0.1429,0.2,72389.403916,3620.995285,1320.972184,463.370776,0.122711,0.485847,1090.660612,93.044471
8,3,4,0.67,0,0.1429,0.2,58187.897032,1502.09549,1199.821399,567.203952,0.249124,0.509711,652.022883,42.081772
8,4,0,0.74667,0,0.1429,0.2,66428.882729,5404.74273,1883.92376,481.959498,0.14334,0.590892,1313.634465,48.906226
8,5,3,0.79,1,0.1429,0.2,70278.736277,3409.328492,1528.813,472.532818,0.106401,0.959603,991.359164,67.295251
8,6,4,0.71667,0,0.1429,0.2,46597.468271,1493.974762,1353.527466,832.41984,0.218753,0.507588,598.531564,46.669953
9,0,5,0.7,0,0.4286,0.2,70278.736277,3409.328492,1528.813,472.532818,0.106401,0.959603,991.359164,67.295251
9,1,4,0.76667,1,0.4286,0.2,66428.882729,5404.74273,1883.92376,481.959498,0.14334,0.590892,1313.634465,48.906226
9,2,6,0.73333,1,0.4286,0.2,46597.468271,1493.974762,1353.527466,832.41984,0.218753,0.507588,598.531564,46.669953
9,3,5,0.73333,0,0.4286,0.2,49728.579933,3044.752392,2267.773142,455.668057,0.083305,1.110422,760.887266,57.330084
9,4,4,0.69,0,0.4286,0.2,70505.603079,7634.67112,1631.948069,447.61942,0.129748,0.70436,1319.116336,51.949247
9,5,6,0.76333,1,0.4286,0.2,49887.811666,1813.319862,898.362603,644.331696,0.132141,0.589854,725.614595,49.432798
9,6,5,0.72,0,0.4286,0.2,65185.215652,2476.250645,1867.088153,597.528133,0.089251,0.893443,850.067644,67.820994
10,0,1,0.64667,0,0.1429,0.2,66428.882729,5404.74273,1883.92376,481.959498,0.14334,0.590892,1313.634465,48.906226
10,1,5,0.76,0,0.1429,0.2,49887.811666,1813.319862,898.362603,644.331696,0.132141,0.589854,725.614595,49.432798
10,2,2,0.80667,1,0.1429,0.2,46597.468271,1493.974762,1353.527466,832.41984,0.218753,0.507588,598.531564,46.669953
10,3,1,0.64667,0,0.1429,0.2,58358.169574,7232.591592,2205.868674,546.769406,0.134755,0.692647,1426.237622,39.677961
10,4,5,0.76,0,0.1429,0.2,74055.536034,2276.449136,920.35732,508.799459,0.132664,0.411115,931.957444,30.227937
10,5,2,0.65,0,0.1429,0.2,47089.685967,1693.384078,1029.839565,903.396798,0.23308,0.506938,809.462277,60.161376
10,6,1,0.73,0,0.1429,0.2,59547.039252,7149.388264,1437.283488,448.208674,0.134134,0.598655,1532.42381,37.828425
11,0,2,0.72667,0,0.1429,0.2,46597.468271,1493.974762,1353.527466,832.41984,0.218753,0.507588,598.531564,46.669953
11,1,1,0.73667,0,0.1429,0.2,49887.811666,1813.319862,898.362603,644.331696,0.132141,0.589854,725.614595,49.432798
11,2,4,0.82,1,0.1429,0.2,74055.536034,2276.449136,920.35732,508.799459,0.132664,0.411115,931.957444,30.227937
11,3,2,0.72333,0,0.1429,0.2,52450.812589,1757.310158,1680.074165,1178.65531,0.225565,0.406398,417.192462,53.966446
11,4,1,0.74,0,0.1429,0.2,62534.266068,2171.980738,810.922017,564.108827,0.103414,0.808588,1162.505183,51.881118
11,5,4,0.70333,0,0.1429,0.2,74384.569042,1968.806679,1091.443476,663.41984,0.139392,0.348384,1147.774781,31.287618
11,6,2,0.65,0,0.1429,0.2,36530.893915,1843.973348,1919.506333,796.017741,0.200631,0.672097,522.755592,48.068619
12,0,2,0.73333,0,0.4286,0.2,74055.536034,2276.449136,920.35732,508.799459,0.132664,0.411115,931.957444,30.227937
12,1,4,0.77,1,0.4286,0.2,62534.266068,2171.980738,810.922017,564.108827,0.103414,0.808588,1162.505183,51.881118
12,2,1,0.72333,0,0.4286,0.2,49887.811666,1813.319862,898.362603,644.331696,0.132141,0.589854,725.614595,49.432798
12,3,2,0.8,0,0.4286,0.2,70305.254929,2441.818758,794.044961,622.76229,0.104621,0.448413,1151.779848,32.505661
12,4,4,0.75667,1,0.4286,0.2,45175.976222,2590.976009,784.916636,571.229837,0.095042,0.738074,1079.504246,56.088045
12,5,1,0.75333,1,0.4286,0.2,43822.315528,2038.977621,1119.965757,687.608475,0.136696,0.558448,716.660112,55.381188
12,6,2,0.57333,0,0.4286,0.2,79903.059498,1901.397076,917.294084,494.470194,0.12921,0.282544,857.579036,26.320168
13,0,3,0.62667,0,0.1667,0.2,70305.254929,2441.818758,794.044961,622.76229,0.104621,0.448413,1151.779848,32.505661
13,1,1,0.64667,0,0.1667,0.2,62534.266068,2171.980738,810.922017,564.108827,0.103414,0.808588,1162.505183,51.881118
13,2,4,0.77667,1,0.1667,0.2,45175.976222,2590.976009,784.916636,571.229837,0.095042,0.738074,1079.504246,56.088045
13,3,3,0.74667,0,0.1667,0.2,74455.969247,1833.534065,860.245091,654.966897,0.138932,0.59837,1113.743281,47.466987
13,4,1,0.67667,0,0.1667,0.2,61984.038518,2160.460041,1122.330564,594.380321,0.112796,0.840441,1336.471054,66.456896
13,5,4,0.75333,0,0.1667,0.2,51824.606651,2971.335719,684.131363,415.875496,0.093167,0.483037,1167.399106,56.010918
14,0,2,0.71,0,0.4286,0.2,45175.976222,2590.976009,784.916636,571.229837,0.095042,0.738074,1079.504246,56.088045
14,1,5,0.84,1,0.4286,0.2,51824.606651,2971.335719,684.131363,415.875496,0.093167,0.483037,1167.399106,56.010918
14,2,3,0.82,1,0.4286,0.2,74455.969247,1833.534065,860.245091,654.966897,0.138932,0.59837,1113.743281,47.466987
14,3,2,0.72,0,0.4286,0.2,45376.133672,2712.132809,661.151096,483.371819,0.08747,0.63484,983.477876,47.494466
14,4,5,0.7,0,0.4286,0.2,34799.442944,2833.581737,677.748157,409.836414,0.082139,0.486812,1610.983035,39.322997
14,5,3,0.77667,1,0.4286,0.2,62384.164088,1224.076841,956.883229,788.10559,0.204099,0.572097,802.399669,54.743269
14,6,2,0.77,0,0.4286,0.2,66446.729144,1983.056984,1288.675956,560.776197,0.104655,0.804812,1060.046725,48.043914
15,0,1,0.69333,0,0.1429,0.2,51824.606651,2971.335719,684.131363,415.875496,0.093167,0.483037,1167.399106,56.010918
15,1,2,0.77667,0,0.1429,0.2,74455.969247,1833.534065,860.245091,654.966897,0.138932,0.59837,1113.743281,47.466987
15,2,5,0.72,0,0.1429,0.2,62384.164088,1224.076841,956.883229,788.10559,0.204099,0.572097,802.399669,54.743269
15,3,1,0.76667,0,0.1429,0.2,44370.880163,3080.151424,783.014621,418.680539,0.090878,0.512782,963.863822,66.477836
15,4,2,0.68667,0,0.1429,0.2,138882.243877,2359.177335,925.765099,771.364657,0.158202,0.511593,926.488043,36.359346
15,5,5,0.74,0,0.1429,0.2,68648.556911,967.656302,828.024233,885.969127,0.192887,0.820569,919.088552,53.965099
15,6,1,0.85,1,0.1429,0.2,48634.195942,1932.98753,598.801912,381.071702,0.109136,0.360461,890.590039,55.589952
16,0,6,0.77333,0,0.0,0.2,48634.195942,1932.98753,598.801912,381.071702,0.109136,0.360461,890.590039,55.589952
16,1,1,0.72,0,0.0,0.2,74455.969247,1833.534065,860.245091,654.966897,0.138932,0.59837,1113.743281,47.466987
16,2,3,0.75333,0,0.0,0.2,44370.880163,3080.151424,783.014621,418.680539,0.090878,0.512782,963.863822,66.477836
16,3,6,0.70333,0,0.0,0.2,48076.789018,2028.926443,900.892438,408.38746,0.081098,0.340008,707.193619,50.636516
16,4,1,0.73333,0,0.0,0.2,95409.27055,1740.27554,1147.493885,709.617724,0.122284,0.697907,815.349209,54.73126
16,5,3,0.70667,0,0.0,0.2,40064.617724,3137.997864,741.740385,391.561509,0.093265,0.496294,764.768653,94.176135
16,6,6,0.69333,0,0.0,0.2,41342.885211,1586.036965,665.902551,483.977246,0.0678,0.384512,1019.855648,41.391245
17,0,0,0.7,0,0.1429,0.2,48634.195942,1932.98753,598.801912,381.071702,0.109136,0.360461,890.590039,55.589952
17,1,2,0.7,0,0.1429,0.2,44370.880163,3080.151424,783.014621,418.680539,0.090878,0.512782,963.863822,66.477836
17,2,4,0.68333,0,0.1429,0.2,95409.27055,1740.27554,1147.493885,709.617724,0.122284,0.697907,815.349209,54.73126
17,3,0,0.76667,0,0.1429,0.2,58672.152408,1544.947313,765.549828,357.514485,0.121206,0.308155,1014.655387,52.348145
17,4,2,0.77333,1,0.1429,0.2,49937.055704,2992.788018,986.360514,411.932183,0.110157,0.447528,954.428207,63.290066
17,5,4,0.72333,0,0.1429,0.2,89776.501078,1372.439103,1014.350657,781.446057,0.134428,0.586544,667.263062,41.209267
17,6,0,0.68667,0,0.1429,0.2,42493.362732,2171.085936,611.633651,276.47349,0.114648,0.32652,1036.410019,49.482098
18,0,4,0.62333,0,0.2857,0.2,49937.055704,2992.788018,986.360514,411.932183,0.110157,0.447528,954.428207,63.290066
18,1,3,0.76667,0,0.2857,0.2,58672.152408,1544.947313,765.549828,357.514485,0.121206,0.308155,1014.655387,52.348145
18,2,5,0.76333,1,0.2857,0.2,89776.501078,1372.439103,1014.350657,781.446057,0.134428,0.586544,667.263062,41.209267
18,3,4,0.74333,0,0.2857,0.2,56574.272447,3578.88997,979.552448,485.581749,0.112297,0.471084,715.311745,64.373287
18,4,3,0.64,0,0.2857,0.2,63427.916643,1854.645086,685.120257,283.209485,0.134152,0.263799,1603.853035,50.233226
18,5,5,0.74,1,0.2857,0.2,103958.421164,1875.524266,1269.662128,852.892162,0.148239,0.465014,478.60277,40.970407
18,6,4,0.67,0,0.2857,0.2,38474.276274,2859.366347,1446.652852,508.464491,0.12594,0.362875,826.890127,45.137244
19,0,1,0.73333,0,0.1429,0.2,58672.152408,1544.947313,765.549828,357.514485,0.121206,0.308155,1014.655387,52.348145
19,1,2,0.73667,0,0.1429,0.2,89776.501078,1372.439103,1014.350657,781.446057,0.134428,0.586544,667.263062,41.209267
19,2,3,0.62667,0,0.1429,0.2,56574.272447,3578.88997,979.552448,485.581749,0.112297,0.471084,715.311745,64.373287
19,3,1,0.74333,0,0.1429,0.2,54653.336666,1232.295432,650.370324,650.917854,0.13563,0.386041,880.804116,43.20284
19,4,2,0.77333,1,0.1429,0.2,95584.361914,1602.26505,1320.258323,783.512453,0.107927,0.434982,497.559404,43.268421
19,5,3,0.71,0,0.1429,0.2,56722.167464,2231.188285,850.915183,479.739552,0.129253,0.374951,637.942049,55.685764
19,6,1,0.68667,0,0.1429,0.2,55218.572691,1400.213654,1033.665195,395.366792,0.129403,0.406279,1290.856162,60.021383
20,0,4,0.82,1,0.4286,0.2,95584.361914,1602.26505,1320.258323,783.512453,0.107927,0.434982,497.559404,43.268421
20,1,3,0.71333,0,0.4286,0.2,54653.336666,1232.295432,650.370324,650.917854,0.13563,0.386041,880.804116,43.20284
20,2,1,0.75,1,0.4286,0.2,89776.501078,1372.439103,1014.350657,781.446057,0.134428,0.586544,667.263062,41.209267
20,3,4,0.77333,0,0.4286,0.2,117798.175865,1556.313806,1977.571357,854.537428,0.091145,0.456743,483.415683,48.610035
20,4,3,0.67333,0,0.4286,0.2,39908.806331,1144.946135,590.66677,738.341239,0.203861,0.306775,617.964427,43.392957
20,5,1,0.79667,1,0.4286,0.2,103574.671427,1446.354288,1169.947618,589.152923,0.148175,0.613605,459.730266,40.450716
20,6,4,0.74333,0,0.4286,0.2,95795.153346,1866.366297,1312.996424,576.452492,0.107529,0.42938,430.09815,34.253777
21,0,0,0.73667,0,0.0,0.2,95584.361914,1602.26505,1320.258323,783.512453,0.107927,0.434982,497.559404,43.268421
21,1,5,0.76,0,0.0,0.2,103574.671427,1446.354288,1169.947618,589.152923,0.148175,0.613605,459.730266,40.450716
21,2,3,0.73,0,0.0,0.2,117798.175865,1556.313806,1977.571357,854.537428,0.091145,0.456743,483.415683,48.610035
21,3,0,0.66667,0,0.0,0.2,83934.558659,1300.091929,1690.19166,1048.400348,0.108097,0.352964,498.401974,36.774172
21,4,5,0.74,0,0.0,0.2,105716.18719,1462.736497,666.355263,536.037974,0.151277,0.490916,297.156939,56.255134
21,5,3,0.66667,0,0.0,0.2,127926.967639,1774.661579,2626.010466,682.357804,0.093021,0.445389,463.50504,42.57916
21,6,0,0.74,0,0.0,0.2,93055.508751,1822.791457,1366.862926,780.615305,0.132634,0.334957,405.078584,55.016192
22,0,1,0.69,0,0.2857,0.2,103574.671427,1446.354288,1169.947618,589.152923,0.148175,0.613605,459.730266,40.450716
22,1,4,0.74,0,0.2857,0.2,105716.18719,1462.736497,666.355263,536.037974,0.151277,0.490916,297.156939,56.255134
22,2,6,0.71333,0,0.2857,0.2,93055.508751,1822.791457,1366.862926,780.615305,0.132634,0.334957,405.078584,55.016192
22,3,1,0.62667,0,0.2857,0.2,97802.238611,1575.446665,969.437279,636.232647,0.142588,0.711605,462.781702,32.635387
22,4,4,0.79667,1,0.2857,0.2,103779.123378,1760.21405,821.719119,468.666938,0.130362,0.362524,365.322294,38.118208
22,5,6,0.73,0,0.2857,0.2,174950.750355,1447.787206,1015.38991,774.029516,0.110698,0.389989,377.095798,58.25942
22,6,1,0.81,1,0.2857,0.2,79363.791665,1402.812551,1405.120029,879.181306,0.135723,0.558995,461.955611,35.185207
23,0,6,0.80667,0,0.4286,0.2,79363.791665,1402.812551,1405.120029,879.181306,0.135723,0.558995,461.955611,35.185207
23,1,4,0.83,1,0.4286,0.2,103779.123378,1760.21405,821.719119,468.666938,0.130362,0.362524,365.322294,38.118208
23,2,1,0.81333,1,0.4286,0.2,105716.18719,1462.736497,666.355263,536.037974,0.151277,0.490916,297.156939,56.255134
23,3,6,0.82667,1,0.4286,0.2,70167.242639,1267.638743,1420.496577,926.656606,0.176152,0.474826,503.98849,27.578555
23,4,4,0.72333,0,0.4286,0.2,96447.411656,1871.640276,643.43474,379.345015,0.125692,0.357036,341.114385,36.481377
23,5,1,0.64667,0,0.4286,0.2,99919.751974,1512.085232,449.149085,682.082043,0.171576,0.355378,231.918132,59.185433
23,6,6,0.68667,0,0.4286,0.2,58291.029904,1534.845619,1872.220885,1214.351526,0.14458,0.64681,611.778132,35.014902
24,0,1,0.71333,0,0.0,0.2,103779.123378,1760.21405,821.719119,468.666938,0.130362,0.362524,365.322294,38.118208
24,1,3,0.73333,0,0.0,0.2,70167.242639,1267.638743,1420.496577,926.656606,0.176152,0.474826,503.98849,27.578555
24,2,2,0.78,0,0.0,0.2,105716.18719,1462.736497,666.355263,536.037974,0.151277,0.490916,297.156939,56.255134
24,3,1,0.65,0,0.0,0.2,169591.778703,2272.786086,890.6107,586.348854,0.121617,0.43323,344.118986,32.041687
24,4,3,0.71333,0,0.0,0.2,88031.971332,1062.846111,1607.716059,826.952452,0.146425,0.39549,572.500085,25.333473
24,5,2,0.7,0,0.0,0.2,99773.354291,1611.234719,618.729572,450.837023,0.186116,0.610584,265.500611,85.971691
24,6,1,0.74333,0,0.0,0.2,92938.404182,1553.998775,807.815711,425.969108,0.175385,0.538998,425.030888,29.348063
25,0,2,0.80667,1,0.2857,0.2,105716.18719,1462.736497,666.355263,536.037974,0.151277,0.490916,297.156939,56.255134
25,1,6,0.67,0,0.2857,0.2,92938.404182,1553.998775,807.815711,425.969108,0.175385,0.538998,425.030888,29.348063
25,2,1,0.78333,1,0.2857,0.2,70167.242639,1267.638743,1420.496577,926.656606,0.176152,0.474826,503.98849,27.578555
25,3,2,0.71667,0,0.2857,0.2,108102.15338,1039.000293,750.54378,604.061042,0.153874,0.471161,332.344162,74.934178
25,4,6,0.73,0,0.2857,0.2,81649.114542,1682.954029,779.357582,409.315408,0.198072,0.573345,447.894873,27.936183
25,5,1,0.71667,0,0.2857,0.2,100715.765242,1011.90513,1438.300462,980.88621,0.146027,0.511871,632.248233,21.322605
25,6,2,0.72667,0,0.2857,0.2,104288.146932,1860.35066,487.830342,416.867406,0.211721,0.616213,324.407611,52.06913
26,0,0,0.63,0,0.2857,0.2,105716.18719,1462.736497,666.355263,536.037974,0.151277,0.490916,297.156939,56.255134
26,1,2,0.76333,0,0.2857,0.2,70167.242639,1267.638743,1420.496577,926.656606,0.176152,0.474826,503.98849,27.578555
26,2,4,0.79333,1,0.2857,0.2,81649.114542,1682.954029,779.357582,409.315408,0.198072,0.573345,447.894873,27.936183
26,3,0,0.67667,0,0.2857,0.2,123530.675757,1324.345943,859.552862,701.525012,0.13238,0.417633,256.798496,63.888612
26,4,2,0.69667,0,0.2857,0.2,66803.761069,1544.562623,960.714174,947.776051,0.202619,0.427921,460.556602,36.624784
26,5,4,0.83667,1,0.2857,0.2,90157.352859,1772.308069,936.788706,341.953511,0.182276,0.440373,513.837391,34.333122
26,6,0,0.70333,0,0.2857,0.2,145871.180944,1206.783053,630.820819,637.489757,0.11507,0.606659,187.822884,54.553059
27,0,5,0.74,0,0.2857,0.2,90157.352859,1772.308069,936.788706,341.953511,0.182276,0.440373,513.837391,34.333122
27,1,2,0.67667,0,0.2857,0.2,81649.114542,1682.954029,779.357582,409.315408,0.198072,0.573345,447.894873,27.936183
27,2,1,0.81,1,0.2857,0.2,70167.242639,1267.638743,1420.496577,926.656606,0.176152,0.474826,503.98849,27.578555
27,3,5,0.68,0,0.2857,0.2,78713.657369,2096.388234,999.13461,387.575616,0.137366,0.374526,435.334222,28.250112
27,4,2,0.68667,0,0.2857,0.2,60943.485202,1809.226126,721.492575,467.966561,0.213441,0.709761,461.551262,23.840765
27,5,1,0.81667,1,0.2857,0.2,59052.97452,946.298342,1371.057701,980.350565,0.174484,0.47302,412.068558,26.663593
27,6,5,0.73667,0,0.2857,0.2,77117.972416,1578.379926,923.247792,372.994746,0.260336,0.305482,576.949919,31.977995
28,0,5,0.70667,0,0.0,0.2,59052.97452,946.298342,1371.057701,980.350565,0.174484,0.47302,412.068558,26.663593
28,1,2,0.64,0,0.0,0.2,70167.242639,1267.638743,1420.496577,926.656606,0.176152,0.474826,503.98849,27.578555
28,2,0,0.60333,0,0.0,0.2,90157.352859,1772.308069,936.788706,341.953511,0.182276,0.440373,513.837391,34.333122
28,3,5,0.61333,0,0.0,0.2,49879.779131,1347.86147,1195.34504,1481.308373,0.187105,0.37999,448.80553,33.594678
28,4,2,0.67,0,0.0,0.2,60601.93806,1613.25395,1629.104599,1256.501959,0.201977,0.329239,499.373802,44.811372
28,5,0,0.65,0,0.0,0.2,52044.652551,1720.226473,1296.898255,377.717084,0.247128,0.343535,459.386324,35.848776
28,6,5,0.79,0,0.0,0.2,57076.075647,964.063923,986.630609,1240.085278,0.135453,0.395246,331.929674,24.495859
29,0,6,0.83,1,0.4286,0.2,57076.075647,964.063923,986.630609,1240.085278,0.135453,0.395246,331.929674,24.495859
29,1,0,0.64667,0,0.4286,0.2,59052.97452,946.298342,1371.057701,980.350565,0.174484,0.47302,412.068558,26.663593
29,2,4,0.71667,1,0.4286,0.2,60601.93806,1613.25395,1629.104599,1256.501959,0.201977,0.329239,499.373802,44.811372
29,3,6,0.72333,0,0.4286,0.2,41096.911769,928.779581,1127.376674,1734.070501,0.103067,0.492882,274.810895,23.308125
29,4,0,0.79667,1,0.4286,0.2,53161.545547,979.455997,1750.374507,1103.583542,0.157457,0.503303,638.613829,22.754729
29,5,4,0.66,0,0.4286,0.2,52340.902733,1195.053453,1530.808367,1271.479262,0.247075,0.316912,447.310818,41.871246
29,6,6,0.63667,0,0.4286,0.2,69300.477108,942.786262,1060.325158,1186.508581,0.129761,0.355667,337.844713,23.90747
30,0,6,0.71,0,0.5714,0.2,57076.075647,964.063923,986.630609,1240.085278,0.135453,0.395246,331.929674,24.495859
30,1,0,0.7,0,0.5714,0.2,59052.97452,946.298342,1371.057701,980.350565,0.174484,0.47302,412.068558,26.663593
30,2,4,0.73333,1,0.5714,0.2,60601.93806,1613.25395,1629.104599,1256.501959,0.201977,0.329239,499.373802,44.811372
30,3,6,0.73667,0,0.5714,0.2,41096.911769,928.779581,1127.376674,1734.070501,0.103067,0.492882,274.810895,23.308125
30,4,0,0.78,1,0.5714,0.2,53161.545547,979.455997,1750.374507,1103.583542,0.157457,0.503303,638.613829,22.754729
30,5,4,0.68667,1,0.5714,0.2,52340.902733,1195.053453,1530.808367,1271.479262,0.247075,0.316912,447.310818,41.871246
