timestep,opponent,winrate,mean_ep_reward,sample_count
6766592,v30_snap_20260727_141243,0.0833,215.32,12
6766592,v30_snap_20260727_144030,0.7059,221.52,17
6881280,Anti-Spam Bot,0.2373,225.75,236
6881280,Heuristic Bot,0.078,338.64,500
6881280,Random Dummy,0.5,214.56,246
6881280,Self-Play,0.524,354.72,500
6881280,Spam Bot T1,0.6184,225.9,228
6881280,Spam Bot T2,0.7586,224.13,58
6881280,Spam Bot T3,0.7143,223.91,28
6881280,Spam Bot T4,0.4211,227.28,19
6881280,Spam Bot T5,0.3462,227.69,26
6881280,Spam Bot T6,0.6296,233.62,27
6881280,Spam Bot T7,0.6923,218.72,13
6881280,Spam Bot T8,0.4286,186.15,28
6881280,castle_defense_p1_v14,0.5625,285.74,16
6881280,castle_defense_p1_v16,0.5263,209.1,19
6881280,castle_defense_p1_v20,0.4118,265.65,17
6881280,castle_defense_p1_v21,0.3684,217.08,19
6881280,castle_defense_p1_v22,0.7143,208.47,7
6881280,castle_defense_p1_v23,0.3333,215.76,21
6881280,castle_defense_p1_v25,0.4615,241.36,13
6881280,castle_defense_p1_v25_bc,0.55,216.66,20
6881280,castle_defense_p1_v27,0.5833,244.4,12
6881280,castle_defense_p1_v27_last,0.6429,185.18,14
6881280,castle_defense_p1_v3,0.2105,211.33,19
6881280,castle_defense_p1_v4,0.125,220.64,16
6881280,castle_defense_p1_v7,0.1429,267.37,14
6881280,v28_snap_20260726_005800,0.7333,220.74,15
6881280,v28_snap_20260726_012419,0.65,226.55,20
6881280,v28_snap_20260726_015042,0.8571,232.95,21
6881280,v28_snap_20260726_021730,0.8571,231.27,14
6881280,v28_snap_20260726_024418,0.6,206.42,20
6881280,v28_snap_20260726_031048,1.0,235.93,11
6881280,v28_snap_20260726_033659,0.9444,258.41,18
6881280,v28_snap_20260726_040326,0.7647,229.49,17
6881280,v28_snap_20260726_043005,0.7778,207.13,18
6881280,v28_snap_20260726_045639,0.9286,188.79,14
6881280,v29_snap_20260726_135657,0.7647,226.77,17
6881280,v29_snap_20260726_142419,0.5714,246.43,14
6881280,v29_snap_20260726_145116,0.5882,219.83,17
6881280,v29_snap_20260726_151811,0.6667,234.28,9
6881280,v29_snap_20260726_154531,0.6667,240.35,12
6881280,v29_snap_20260726_161220,0.6,236.52,20
6881280,v29_snap_20260726_163913,0.7333,207.97,15
6881280,v29_snap_20260726_170553,0.7692,238.25,13
6881280,v29_snap_20260726_173235,0.6429,242.99,14
6881280,v29_snap_20260726_175905,0.6667,259.56,12
6881280,v30_floortest_8M,0.6,237.02,10
6881280,v30_snap_20260727_103227,0.7143,221.84,14
6881280,v30_snap_20260727_110006,0.5,247.66,10
6881280,v30_snap_20260727_112801,0.6471,222.35,17
6881280,v30_snap_20260727_115518,0.5625,188.94,16
6881280,v30_snap_20260727_122239,0.75,231.64,16
6881280,v30_snap_20260727_125007,0.5,253.02,16
6881280,v30_snap_20260727_131754,0.5,240.49,14
6881280,v30_snap_20260727_134517,0.5556,167.11,9
6881280,v30_snap_20260727_141243,0.0833,215.32,12
6881280,v30_snap_20260727_144030,0.7059,221.52,17
6995968,Anti-Spam Bot,0.2333,227.9,240
6995968,Heuristic Bot,0.076,344.67,500
6995968,Random Dummy,0.5,217.9,252
6995968,Self-Play,0.522,360.39,500
6995968,Spam Bot T1,0.6207,228.12,232
6995968,Spam Bot T2,0.7627,226.35,59
6995968,Spam Bot T3,0.7143,223.91,28
6995968,Spam Bot T4,0.381,239.41,21
6995968,Spam Bot T5,0.3462,227.69,26
6995968,Spam Bot T6,0.6207,241.97,29
6995968,Spam Bot T7,0.6923,218.72,13
6995968,Spam Bot T8,0.4286,186.15,28
6995968,castle_defense_p1_v14,0.5625,285.74,16
6995968,castle_defense_p1_v16,0.5263,209.1,19
6995968,castle_defense_p1_v20,0.3889,270.59,18
6995968,castle_defense_p1_v21,0.3684,217.08,19
6995968,castle_defense_p1_v22,0.7143,208.47,7
6995968,castle_defense_p1_v23,0.3333,215.76,21
6995968,castle_defense_p1_v25,0.4615,241.36,13
6995968,castle_defense_p1_v25_bc,0.55,216.66,20
6995968,castle_defense_p1_v27,0.5833,244.4,12
6995968,castle_defense_p1_v27_last,0.6875,206.37,16
6995968,castle_defense_p1_v3,0.2105,211.33,19
6995968,castle_defense_p1_v4,0.125,220.64,16
6995968,castle_defense_p1_v7,0.1429,267.37,14
6995968,v28_snap_20260726_005800,0.7333,220.74,15
6995968,v28_snap_20260726_012419,0.65,226.55,20
6995968,v28_snap_20260726_015042,0.8571,232.95,21
6995968,v28_snap_20260726_021730,0.8571,231.27,14
6995968,v28_snap_20260726_024418,0.6,206.42,20
6995968,v28_snap_20260726_031048,1.0,245.83,12
6995968,v28_snap_20260726_033659,0.9444,258.41,18
6995968,v28_snap_20260726_040326,0.7647,229.49,17
6995968,v28_snap_20260726_043005,0.7778,207.13,18
6995968,v28_snap_20260726_045639,0.9286,188.79,14
6995968,v29_snap_20260726_135657,0.7647,226.77,17
6995968,v29_snap_20260726_142419,0.5714,246.43,14
6995968,v29_snap_20260726_145116,0.5882,219.83,17
6995968,v29_snap_20260726_151811,0.6667,234.28,9
6995968,v29_snap_20260726_154531,0.6667,240.35,12
6995968,v29_snap_20260726_161220,0.6,236.52,20
6995968,v29_snap_20260726_163913,0.7333,207.97,15
6995968,v29_snap_20260726_170553,0.7143,246.57,14
6995968,v29_snap_20260726_173235,0.6429,242.99,14
6995968,v29_snap_20260726_175905,0.6923,266.88,13
6995968,v30_floortest_8M,0.6,237.02,10
6995968,v30_snap_20260727_103227,0.7143,221.84,14
6995968,v30_snap_20260727_110006,0.4545,257.39,11
6995968,v30_snap_20260727_112801,0.6471,222.35,17
6995968,v30_snap_20260727_115518,0.5625,188.94,16
6995968,v30_snap_20260727_122239,0.75,231.64,16
6995968,v30_snap_20260727_125007,0.5,253.02,16
6995968,v30_snap_20260727_131754,0.5,240.49,14
6995968,v30_snap_20260727_134517,0.6,185.87,10
6995968,v30_snap_20260727_141243,0.0833,215.32,12
6995968,v30_snap_20260727_144030,0.7059,221.52,17
7110656,Anti-Spam Bot,0.2327,231.08,245
7110656,Heuristic Bot,0.074,343.8,500
7110656,Random Dummy,0.4981,222.39,259
7110656,Self-Play,0.514,353.99,500
7110656,Spam Bot T1,0.625,233.32,240
7110656,Spam Bot T2,0.7667,228.98,60
7110656,Spam Bot T3,0.7143,223.91,28
7110656,Spam Bot T4,0.381,239.41,21
7110656,Spam Bot T5,0.3462,227.69,26
7110656,Spam Bot T6,0.6207,241.97,29
7110656,Spam Bot T7,0.6923,218.72,13
7110656,Spam Bot T8,0.4286,186.15,28
7110656,castle_defense_p1_v14,0.5294,291.52,17
7110656,castle_defense_p1_v16,0.5263,209.1,19
7110656,castle_defense_p1_v20,0.3889,270.59,18
7110656,castle_defense_p1_v21,0.3684,217.08,19
7110656,castle_defense_p1_v22,0.7143,208.47,7
7110656,castle_defense_p1_v23,0.3333,215.76,21
7110656,castle_defense_p1_v25,0.4615,241.36,13
7110656,castle_defense_p1_v25_bc,0.55,216.66,20
7110656,castle_defense_p1_v27,0.5833,244.4,12
7110656,castle_defense_p1_v27_last,0.6875,206.37,16
7110656,castle_defense_p1_v3,0.2,219.96,20
7110656,castle_defense_p1_v4,0.125,220.64,16
7110656,castle_defense_p1_v7,0.1429,267.37,14
7110656,v28_snap_20260726_005800,0.7333,220.74,15
7110656,v28_snap_20260726_012419,0.65,226.55,20
7110656,v28_snap_20260726_015042,0.8636,239.81,22
7110656,v28_snap_20260726_021730,0.8571,231.27,14
7110656,v28_snap_20260726_024418,0.6,206.42,20
7110656,v28_snap_20260726_031048,1.0,256.45,13
7110656,v28_snap_20260726_033659,0.9444,258.41,18
7110656,v28_snap_20260726_040326,0.7647,229.49,17
7110656,v28_snap_20260726_043005,0.7778,207.13,18
7110656,v28_snap_20260726_045639,0.9286,188.79,14
7110656,v29_snap_20260726_135657,0.7222,235.5,18
7110656,v29_snap_20260726_142419,0.5714,246.43,14
7110656,v29_snap_20260726_145116,0.5882,219.83,17
7110656,v29_snap_20260726_151811,0.6667,234.28,9
7110656,v29_snap_20260726_154531,0.6667,240.35,12
7110656,v29_snap_20260726_161220,0.6,236.52,20
7110656,v29_snap_20260726_163913,0.7333,207.97,15
7110656,v29_snap_20260726_170553,0.7143,246.57,14
7110656,v29_snap_20260726_173235,0.6429,242.99,14
7110656,v29_snap_20260726_175905,0.6923,266.88,13
7110656,v30_floortest_8M,0.6,237.02,10
7110656,v30_snap_20260727_103227,0.7143,221.84,14
7110656,v30_snap_20260727_110006,0.4545,257.39,11
7110656,v30_snap_20260727_112801,0.6471,222.35,17
7110656,v30_snap_20260727_115518,0.5625,188.94,16
7110656,v30_snap_20260727_122239,0.7059,240.61,17
7110656,v30_snap_20260727_125007,0.5,253.02,16
7110656,v30_snap_20260727_131754,0.5,240.49,14
7110656,v30_snap_20260727_134517,0.5455,203.88,11
7110656,v30_snap_20260727_141243,0.0833,215.32,12
7110656,v30_snap_20260727_144030,0.7059,221.52,17
7225344,Anti-Spam Bot,0.2369,232.67,249
7225344,Heuristic Bot,0.076,338.09,500
7225344,Random Dummy,0.5,222.8,260
7225344,Self-Play,0.522,342.28,500
7225344,Spam Bot T1,0.6281,234.12,242
7225344,Spam Bot T2,0.7667,228.98,60
7225344,Spam Bot T3,0.7143,223.91,28
7225344,Spam Bot T4,0.4091,243.53,22
7225344,Spam Bot T5,0.3462,227.69,26
7225344,Spam Bot T6,0.6333,244.9,30
7225344,Spam Bot T7,0.6923,218.72,13
7225344,Spam Bot T8,0.4286,186.15,28
7225344,castle_defense_p1_v14,0.5294,291.52,17
7225344,castle_defense_p1_v16,0.5263,209.1,19
7225344,castle_defense_p1_v20,0.3889,270.59,18
7225344,castle_defense_p1_v21,0.3684,217.08,19
7225344,castle_defense_p1_v22,0.7143,208.47,7
7225344,castle_defense_p1_v23,0.3333,215.76,21
7225344,castle_defense_p1_v25,0.4615,241.36,13
7225344,castle_defense_p1_v25_bc,0.55,216.66,20
7225344,castle_defense_p1_v27,0.5833,244.4,12
7225344,castle_defense_p1_v27_last,0.6471,213.64,17
7225344,castle_defense_p1_v3,0.2,219.96,20
7225344,castle_defense_p1_v4,0.125,220.64,16
7225344,castle_defense_p1_v7,0.1333,271.55,15
7225344,v28_snap_20260726_005800,0.75,227.57,16
7225344,v28_snap_20260726_012419,0.65,226.55,20
7225344,v28_snap_20260726_015042,0.8636,239.81,22
7225344,v28_snap_20260726_021730,0.8571,231.27,14
7225344,v28_snap_20260726_024418,0.5714,212.31,21
7225344,v28_snap_20260726_031048,1.0,256.45,13
7225344,v28_snap_20260726_033659,0.9444,258.41,18
7225344,v28_snap_20260726_040326,0.7222,235.08,18
7225344,v28_snap_20260726_043005,0.7895,213.6,19
7225344,v28_snap_20260726_045639,0.9286,188.79,14
7225344,v29_snap_20260726_135657,0.7222,235.5,18
7225344,v29_snap_20260726_142419,0.5333,252.0,15
7225344,v29_snap_20260726_145116,0.5882,219.83,17
7225344,v29_snap_20260726_151811,0.6667,234.28,9
7225344,v29_snap_20260726_154531,0.6667,240.35,12
7225344,v29_snap_20260726_161220,0.6,236.52,20
7225344,v29_snap_20260726_163913,0.7333,207.97,15
7225344,v29_snap_20260726_170553,0.7143,246.57,14
7225344,v29_snap_20260726_173235,0.6429,242.99,14
7225344,v29_snap_20260726_175905,0.6923,266.88,13
7225344,v30_floortest_8M,0.6,237.02,10
7225344,v30_snap_20260727_103227,0.7143,221.84,14
7225344,v30_snap_20260727_110006,0.4615,268.56,13
7225344,v30_snap_20260727_112801,0.6471,222.35,17
7225344,v30_snap_20260727_115518,0.5625,188.94,16
7225344,v30_snap_20260727_122239,0.7059,240.61,17
7225344,v30_snap_20260727_125007,0.5294,257.55,17
7225344,v30_snap_20260727_131754,0.5,240.49,14
7225344,v30_snap_20260727_134517,0.5,214.39,12
7225344,v30_snap_20260727_141243,0.0833,215.32,12
7225344,v30_snap_20260727_144030,0.7222,227.54,18
7340032,Anti-Spam Bot,0.24,233.42,250
7340032,Heuristic Bot,0.076,347.31,500
7340032,Random Dummy,0.5038,224.3,262
7340032,Self-Play,0.506,351.53,500
7340032,Spam Bot T1,0.6301,237.11,246
7340032,Spam Bot T2,0.7667,228.98,60
7340032,Spam Bot T3,0.7143,223.91,28
7340032,Spam Bot T4,0.4091,243.53,22
7340032,Spam Bot T5,0.3462,227.69,26
7340032,Spam Bot T6,0.625,255.75,32
7340032,Spam Bot T7,0.6667,245.36,15
7340032,Spam Bot T8,0.4286,186.15,28
7340032,castle_defense_p1_v14,0.5294,291.52,17
7340032,castle_defense_p1_v16,0.5263,209.1,19
7340032,castle_defense_p1_v20,0.3889,270.59,18
7340032,castle_defense_p1_v21,0.3684,217.08,19
7340032,castle_defense_p1_v22,0.7143,208.47,7
7340032,castle_defense_p1_v23,0.3333,215.76,21
7340032,castle_defense_p1_v25,0.4615,241.36,13
7340032,castle_defense_p1_v25_bc,0.55,216.66,20
7340032,castle_defense_p1_v27,0.6429,269.27,14
7340032,castle_defense_p1_v27_last,0.6471,213.64,17
7340032,castle_defense_p1_v3,0.2,219.96,20
7340032,castle_defense_p1_v4,0.125,220.64,16
7340032,castle_defense_p1_v7,0.1333,271.55,15
7340032,v28_snap_20260726_005800,0.75,227.57,16
7340032,v28_snap_20260726_012419,0.65,226.55,20
7340032,v28_snap_20260726_015042,0.8636,239.81,22
7340032,v28_snap_20260726_021730,0.8125,254.68,16
7340032,v28_snap_20260726_024418,0.5714,212.31,21
7340032,v28_snap_20260726_031048,1.0,256.45,13
7340032,v28_snap_20260726_033659,0.9444,258.41,18
7340032,v28_snap_20260726_040326,0.7222,235.08,18
7340032,v28_snap_20260726_043005,0.7895,213.6,19
7340032,v28_snap_20260726_045639,0.9286,188.79,14
7340032,v29_snap_20260726_135657,0.7222,235.5,18
7340032,v29_snap_20260726_142419,0.5333,252.0,15
7340032,v29_snap_20260726_145116,0.5882,219.83,17
7340032,v29_snap_20260726_151811,0.6667,234.28,9
7340032,v29_snap_20260726_154531,0.6923,254.06,13
7340032,v29_snap_20260726_161220,0.6,236.52,20
7340032,v29_snap_20260726_163913,0.7333,207.97,15
7340032,v29_snap_20260726_170553,0.7143,246.57,14
7340032,v29_snap_20260726_173235,0.6667,254.69,15
7340032,v29_snap_20260726_175905,0.6923,266.88,13
7340032,v30_floortest_8M,0.6,237.02,10
7340032,v30_snap_20260727_103227,0.7143,221.84,14
7340032,v30_snap_20260727_110006,0.4615,268.56,13
7340032,v30_snap_20260727_112801,0.6471,222.35,17
7340032,v30_snap_20260727_115518,0.5625,188.94,16
7340032,v30_snap_20260727_122239,0.6316,259.33,19
7340032,v30_snap_20260727_125007,0.5294,257.55,17
7340032,v30_snap_20260727_131754,0.5,240.49,14
7340032,v30_snap_20260727_134517,0.5,214.39,12
7340032,v30_snap_20260727_141243,0.0833,215.32,12
7340032,v30_snap_20260727_144030,0.7222,227.54,18
7454720,Anti-Spam Bot,0.2381,234.83,252
7454720,Heuristic Bot,0.074,362.38,500
7454720,Random Dummy,0.5,228.49,268
7454720,Self-Play,0.49,368.91,500
7454720,Spam Bot T1,0.6275,237.82,247
7454720,Spam Bot T2,0.7667,228.98,60
7454720,Spam Bot T3,0.7241,230.38,29
7454720,Spam Bot T4,0.4091,243.53,22
7454720,Spam Bot T5,0.3462,227.69,26
7454720,Spam Bot T6,0.625,255.75,32
7454720,Spam Bot T7,0.625,255.76,16
7454720,Spam Bot T8,0.4138,193.92,29
7454720,castle_defense_p1_v14,0.5556,298.19,18
7454720,castle_defense_p1_v16,0.5263,209.1,19
7454720,castle_defense_p1_v20,0.3889,270.59,18
7454720,castle_defense_p1_v21,0.3684,217.08,19
7454720,castle_defense_p1_v22,0.75,233.86,8
7454720,castle_defense_p1_v23,0.3333,215.76,21
7454720,castle_defense_p1_v25,0.4286,253.52,14
7454720,castle_defense_p1_v25_bc,0.55,216.66,20
7454720,castle_defense_p1_v27,0.6429,269.27,14
7454720,castle_defense_p1_v27_last,0.6471,213.64,17
7454720,castle_defense_p1_v3,0.2,219.96,20
7454720,castle_defense_p1_v4,0.125,220.64,16
7454720,castle_defense_p1_v7,0.125,280.3,16
7454720,v28_snap_20260726_005800,0.75,227.57,16
7454720,v28_snap_20260726_012419,0.65,226.55,20
7454720,v28_snap_20260726_015042,0.8636,239.81,22
7454720,v28_snap_20260726_021730,0.8125,254.68,16
7454720,v28_snap_20260726_024418,0.5714,212.31,21
7454720,v28_snap_20260726_031048,1.0,256.45,13
7454720,v28_snap_20260726_033659,0.9444,258.41,18
7454720,v28_snap_20260726_040326,0.7222,235.08,18
7454720,v28_snap_20260726_043005,0.7895,213.6,19
7454720,v28_snap_20260726_045639,0.9333,203.65,15
7454720,v29_snap_20260726_135657,0.7222,235.5,18
7454720,v29_snap_20260726_142419,0.5,261.98,16
7454720,v29_snap_20260726_145116,0.5882,219.83,17
7454720,v29_snap_20260726_151811,0.6667,234.28,9
7454720,v29_snap_20260726_154531,0.6923,254.06,13
7454720,v29_snap_20260726_161220,0.6,236.52,20
7454720,v29_snap_20260726_163913,0.75,220.7,16
7454720,v29_snap_20260726_170553,0.7143,246.57,14
7454720,v29_snap_20260726_173235,0.6667,254.69,15
7454720,v29_snap_20260726_175905,0.6923,266.88,13
7454720,v30_floortest_8M,0.6,237.02,10
7454720,v30_snap_20260727_103227,0.7143,221.84,14
7454720,v30_snap_20260727_110006,0.4286,278.78,14
7454720,v30_snap_20260727_112801,0.6471,222.35,17
7454720,v30_snap_20260727_115518,0.5625,188.94,16
7454720,v30_snap_20260727_122239,0.6316,259.33,19
7454720,v30_snap_20260727_125007,0.5556,266.11,18
7454720,v30_snap_20260727_131754,0.5,240.49,14
7454720,v30_snap_20260727_134517,0.4615,229.56,13
7454720,v30_snap_20260727_141243,0.0833,215.32,12
7454720,v30_snap_20260727_144030,0.7368,237.23,19
7569408,Anti-Spam Bot,0.2423,239.58,260
7569408,Heuristic Bot,0.068,370.48,500
7569408,Random Dummy,0.5055,231.43,273
7569408,Self-Play,0.488,379.39,500
7569408,Spam Bot T1,0.6265,239.04,249
7569408,Spam Bot T2,0.7667,228.98,60
7569408,Spam Bot T3,0.7241,230.38,29
7569408,Spam Bot T4,0.4091,243.53,22
7569408,Spam Bot T5,0.3704,233.68,27
7569408,Spam Bot T6,0.625,255.75,32
7569408,Spam Bot T7,0.6111,270.58,18
7569408,Spam Bot T8,0.4138,193.92,29
7569408,castle_defense_p1_v14,0.5556,298.19,18
7569408,castle_defense_p1_v16,0.5263,209.1,19
7569408,castle_defense_p1_v20,0.4,282.46,20
7569408,castle_defense_p1_v21,0.3684,217.08,19
7569408,castle_defense_p1_v22,0.75,233.86,8
7569408,castle_defense_p1_v23,0.3333,215.76,21
7569408,castle_defense_p1_v25,0.4286,253.52,14
7569408,castle_defense_p1_v25_bc,0.55,216.66,20
7569408,castle_defense_p1_v27,0.6429,269.27,14
7569408,castle_defense_p1_v27_last,0.6471,213.64,17
7569408,castle_defense_p1_v3,0.2,219.96,20
7569408,castle_defense_p1_v4,0.125,220.64,16
7569408,castle_defense_p1_v7,0.125,280.3,16
7569408,v28_snap_20260726_005800,0.75,227.57,16
7569408,v28_snap_20260726_012419,0.619,234.29,21
7569408,v28_snap_20260726_015042,0.8636,239.81,22
7569408,v28_snap_20260726_021730,0.8125,254.68,16
7569408,v28_snap_20260726_024418,0.5714,212.31,21
7569408,v28_snap_20260726_031048,1.0,256.45,13
7569408,v28_snap_20260726_033659,0.9444,258.41,18
7569408,v28_snap_20260726_040326,0.7222,235.08,18
7569408,v28_snap_20260726_043005,0.7895,213.6,19
7569408,v28_snap_20260726_045639,0.9333,203.65,15
7569408,v29_snap_20260726_135657,0.7222,235.5,18
7569408,v29_snap_20260726_142419,0.5,261.98,16
7569408,v29_snap_20260726_145116,0.5882,219.83,17
7569408,v29_snap_20260726_151811,0.6667,234.28,9
7569408,v29_snap_20260726_154531,0.6923,254.06,13
7569408,v29_snap_20260726_161220,0.6,236.52,20
7569408,v29_snap_20260726_163913,0.75,220.7,16
7569408,v29_snap_20260726_170553,0.7143,246.57,14
7569408,v29_snap_20260726_173235,0.6667,254.69,15
7569408,v29_snap_20260726_175905,0.6923,266.88,13
7569408,v30_floortest_8M,0.5455,250.86,11
7569408,v30_snap_20260727_103227,0.7143,221.84,14
7569408,v30_snap_20260727_110006,0.4286,278.78,14
7569408,v30_snap_20260727_112801,0.6111,231.62,18
7569408,v30_snap_20260727_115518,0.5625,188.94,16
7569408,v30_snap_20260727_122239,0.6316,259.33,19
7569408,v30_snap_20260727_125007,0.5556,266.11,18
7569408,v30_snap_20260727_131754,0.5,240.49,14
7569408,v30_snap_20260727_134517,0.4615,229.56,13
7569408,v30_snap_20260727_141243,0.0833,215.32,12
7569408,v30_snap_20260727_144030,0.7368,237.23,19
7684096,Anti-Spam Bot,0.2395,240.53,263
7684096,Heuristic Bot,0.062,361.56,500
7684096,Random Dummy,0.5091,232.1,275
7684096,Self-Play,0.482,375.07,500
7684096,Spam Bot T1,0.6314,241.01,255
7684096,Spam Bot T2,0.7705,230.51,61
7684096,Spam Bot T3,0.7097,236.35,31
7684096,Spam Bot T4,0.4091,243.53,22
7684096,Spam Bot T5,0.3571,236.86,28
7684096,Spam Bot T6,0.625,255.75,32
7684096,Spam Bot T7,0.5789,273.33,19
7684096,Spam Bot T8,0.4,198.22,30
7684096,castle_defense_p1_v14,0.5556,298.19,18
7684096,castle_defense_p1_v16,0.5263,209.1,19
7684096,castle_defense_p1_v20,0.4,282.46,20
7684096,castle_defense_p1_v21,0.4,222.37,20
7684096,castle_defense_p1_v22,0.75,233.86,8
7684096,castle_defense_p1_v23,0.3333,215.76,21
7684096,castle_defense_p1_v25,0.4286,253.52,14
7684096,castle_defense_p1_v25_bc,0.55,216.66,20
7684096,castle_defense_p1_v27,0.6429,269.27,14
7684096,castle_defense_p1_v27_last,0.6667,219.71,18
7684096,castle_defense_p1_v3,0.1905,224.86,21
7684096,castle_defense_p1_v4,0.125,220.64,16
7684096,castle_defense_p1_v7,0.125,280.3,16
7684096,v28_snap_20260726_005800,0.75,227.57,16
7684096,v28_snap_20260726_012419,0.619,234.29,21
7684096,v28_snap_20260726_015042,0.8636,239.81,22
7684096,v28_snap_20260726_021730,0.8235,258.68,17
7684096,v28_snap_20260726_024418,0.5714,212.31,21
7684096,v28_snap_20260726_031048,1.0,256.45,13
7684096,v28_snap_20260726_033659,0.9444,258.41,18
7684096,v28_snap_20260726_040326,0.7222,235.08,18
7684096,v28_snap_20260726_043005,0.7895,213.6,19
7684096,v28_snap_20260726_045639,0.9333,203.65,15
7684096,v29_snap_20260726_135657,0.7368,240.1,19
7684096,v29_snap_20260726_142419,0.5,261.98,16
7684096,v29_snap_20260726_145116,0.5882,219.83,17
7684096,v29_snap_20260726_151811,0.6,243.14,10
7684096,v29_snap_20260726_154531,0.6923,254.06,13
7684096,v29_snap_20260726_161220,0.6,236.52,20
7684096,v29_snap_20260726_163913,0.75,220.7,16
7684096,v29_snap_20260726_170553,0.7143,246.57,14
7684096,v29_snap_20260726_173235,0.6667,254.69,15
7684096,v29_snap_20260726_175905,0.6923,266.88,13
7684096,v30_floortest_8M,0.5455,250.86,11
7684096,v30_snap_20260727_103227,0.625,234.47,16
7684096,v30_snap_20260727_110006,0.4286,278.78,14
7684096,v30_snap_20260727_112801,0.6111,231.62,18
7684096,v30_snap_20260727_115518,0.5294,196.81,17
7684096,v30_snap_20260727_122239,0.6,262.51,20
7684096,v30_snap_20260727_125007,0.5556,266.11,18
7684096,v30_snap_20260727_131754,0.5,240.49,14
7684096,v30_snap_20260727_134517,0.4615,229.56,13
7684096,v30_snap_20260727_141243,0.0833,215.32,12
7684096,v30_snap_20260727_144030,0.75,241.51,20
7798784,Anti-Spam Bot,0.236,240.74,267
7798784,Heuristic Bot,0.06,348.62,500
7798784,Random Dummy,0.5089,232.57,281
7798784,Self-Play,0.494,352.88,500
7798784,Spam Bot T1,0.6346,241.26,260
7798784,Spam Bot T2,0.7742,230.9,62
7798784,Spam Bot T3,0.7188,236.91,32
7798784,Spam Bot T4,0.3913,244.0,23
7798784,Spam Bot T5,0.3793,237.46,29
7798784,Spam Bot T6,0.6364,255.71,33
7798784,Spam Bot T7,0.5789,273.33,19
7798784,Spam Bot T8,0.3871,200.03,31
7798784,castle_defense_p1_v14,0.5556,298.19,18
7798784,castle_defense_p1_v16,0.5263,209.1,19
7798784,castle_defense_p1_v20,0.381,281.11,21
7798784,castle_defense_p1_v21,0.4,222.37,20
7798784,castle_defense_p1_v22,0.75,233.86,8
7798784,castle_defense_p1_v23,0.3333,215.76,21
7798784,castle_defense_p1_v25,0.4286,253.52,14
7798784,castle_defense_p1_v25_bc,0.55,216.66,20
7798784,castle_defense_p1_v27,0.6429,269.27,14
7798784,castle_defense_p1_v27_last,0.6667,219.71,18
7798784,castle_defense_p1_v3,0.1905,224.86,21
7798784,castle_defense_p1_v4,0.125,220.64,16
7798784,castle_defense_p1_v7,0.125,280.3,16
7798784,v28_snap_20260726_005800,0.7059,229.14,17
7798784,v28_snap_20260726_012419,0.6364,235.2,22
7798784,v28_snap_20260726_015042,0.8636,239.81,22
7798784,v28_snap_20260726_021730,0.8333,258.44,18
7798784,v28_snap_20260726_024418,0.5714,212.31,21
7798784,v28_snap_20260726_031048,1.0,256.45,13
7798784,v28_snap_20260726_033659,0.95,258.0,20
7798784,v28_snap_20260726_040326,0.7368,236.09,19
7798784,v28_snap_20260726_043005,0.7895,213.6,19
7798784,v28_snap_20260726_045639,0.875,206.81,16
7798784,v29_snap_20260726_135657,0.7368,240.1,19
7798784,v29_snap_20260726_142419,0.5,261.98,16
7798784,v29_snap_20260726_145116,0.5882,219.83,17
7798784,v29_snap_20260726_151811,0.6,243.14,10
7798784,v29_snap_20260726_154531,0.6923,254.06,13
7798784,v29_snap_20260726_161220,0.6,236.52,20
7798784,v29_snap_20260726_163913,0.75,220.7,16
7798784,v29_snap_20260726_170553,0.7143,246.57,14
7798784,v29_snap_20260726_173235,0.6667,254.69,15
7798784,v29_snap_20260726_175905,0.6923,266.88,13
7798784,v30_floortest_8M,0.5455,250.86,11
7798784,v30_snap_20260727_103227,0.6471,235.63,17
7798784,v30_snap_20260727_110006,0.4286,278.78,14
7798784,v30_snap_20260727_112801,0.6111,231.62,18
7798784,v30_snap_20260727_115518,0.5294,196.81,17
7798784,v30_snap_20260727_122239,0.6,262.51,20
7798784,v30_snap_20260727_125007,0.5556,266.11,18
7798784,v30_snap_20260727_131754,0.5,242.22,16
7798784,v30_snap_20260727_134517,0.4615,229.56,13
7798784,v30_snap_20260727_141243,0.0833,215.32,12
7798784,v30_snap_20260727_144030,0.75,241.51,20
7913472,Anti-Spam Bot,0.2316,242.86,272
7913472,Heuristic Bot,0.064,351.47,500
7913472,Random Dummy,0.5071,233.01,282
7913472,Self-Play,0.496,351.19,500
7913472,Spam Bot T1,0.6402,243.01,264
7913472,Spam Bot T2,0.7778,232.89,63
7913472,Spam Bot T3,0.7188,236.91,32
7913472,Spam Bot T4,0.4167,248.69,24
7913472,Spam Bot T5,0.3667,241.43,30
7913472,Spam Bot T6,0.6364,255.71,33
7913472,Spam Bot T7,0.55,277.49,20
7913472,Spam Bot T8,0.4062,204.92,32
7913472,castle_defense_p1_v14,0.5556,298.19,18
7913472,castle_defense_p1_v16,0.5263,209.1,19
7913472,castle_defense_p1_v20,0.381,281.11,21
7913472,castle_defense_p1_v21,0.4,222.37,20
7913472,castle_defense_p1_v22,0.75,233.86,8
7913472,castle_defense_p1_v23,0.3333,215.76,21
7913472,castle_defense_p1_v25,0.4286,253.52,14
7913472,castle_defense_p1_v25_bc,0.55,216.66,20
