timestep,opponent,winrate,mean_ep_reward,sample_count
3096576,v30_snap_20260727_131754,0.6,141.13,5
3096576,v30_snap_20260727_134517,0.6667,145.69,6
3096576,v30_snap_20260727_141243,0.0,132.9,5
3096576,v30_snap_20260727_144030,1.0,134.14,5
3211264,Anti-Spam Bot,0.2828,141.35,99
3211264,Heuristic Bot,0.152,140.34,500
3211264,Random Dummy,0.4202,145.62,119
3211264,Self-Play,0.6,142.33,500
3211264,Spam Bot T1,0.6237,142.33,93
3211264,Spam Bot T2,0.7727,144.62,22
3211264,Spam Bot T3,0.7857,145.44,14
3211264,Spam Bot T4,0.6667,142.38,6
3211264,Spam Bot T5,0.375,128.12,8
3211264,Spam Bot T6,0.6,145.57,10
3211264,Spam Bot T7,1.0,148.45,5
3211264,Spam Bot T8,0.4706,145.14,17
3211264,castle_defense_p1_v14,0.3333,161.76,3
3211264,castle_defense_p1_v16,0.7778,151.92,9
3211264,castle_defense_p1_v20,0.8,147.56,5
3211264,castle_defense_p1_v21,0.375,146.37,8
3211264,castle_defense_p1_v22,1.0,134.3,3
3211264,castle_defense_p1_v23,0.3333,137.78,9
3211264,castle_defense_p1_v25,0.5,144.64,4
3211264,castle_defense_p1_v25_bc,0.7778,151.03,9
3211264,castle_defense_p1_v27,0.5,142.55,4
3211264,castle_defense_p1_v27_last,0.8889,150.63,9
3211264,castle_defense_p1_v3,0.1,150.08,10
3211264,castle_defense_p1_v4,0.1429,139.86,7
3211264,castle_defense_p1_v7,0.0,149.22,2
3211264,v28_snap_20260726_005800,0.8333,147.82,6
3211264,v28_snap_20260726_012419,1.0,145.13,9
3211264,v28_snap_20260726_015042,0.8571,140.98,7
3211264,v28_snap_20260726_021730,1.0,155.93,6
3211264,v28_snap_20260726_024418,0.6364,147.08,11
3211264,v28_snap_20260726_031048,1.0,150.69,3
3211264,v28_snap_20260726_033659,1.0,143.05,5
3211264,v28_snap_20260726_040326,0.8333,135.18,6
3211264,v28_snap_20260726_043005,0.7778,136.87,9
3211264,v28_snap_20260726_045639,1.0,147.79,8
3211264,v29_snap_20260726_135657,1.0,141.56,4
3211264,v29_snap_20260726_142419,0.5,132.06,6
3211264,v29_snap_20260726_145116,0.5556,153.67,9
3211264,v29_snap_20260726_151811,1.0,126.79,3
3211264,v29_snap_20260726_154531,0.8,154.34,5
3211264,v29_snap_20260726_161220,0.6667,130.49,9
3211264,v29_snap_20260726_163913,1.0,149.52,7
3211264,v29_snap_20260726_170553,1.0,145.2,7
3211264,v29_snap_20260726_173235,0.8571,147.05,7
3211264,v29_snap_20260726_175905,0.75,151.62,4
3211264,v30_floortest_8M,1.0,151.29,4
3211264,v30_snap_20260727_103227,1.0,146.36,7
3211264,v30_snap_20260727_110006,0.3333,151.62,3
3211264,v30_snap_20260727_112801,0.625,146.84,8
3211264,v30_snap_20260727_115518,0.375,149.16,8
3211264,v30_snap_20260727_122239,0.8333,127.45,6
3211264,v30_snap_20260727_125007,0.6,162.28,5
3211264,v30_snap_20260727_131754,0.6,141.13,5
3211264,v30_snap_20260727_134517,0.6667,145.69,6
3211264,v30_snap_20260727_141243,0.0,132.9,5
3211264,v30_snap_20260727_144030,1.0,132.08,6
3325952,Anti-Spam Bot,0.2667,142.15,105
3325952,Heuristic Bot,0.146,141.34,500
3325952,Random Dummy,0.4215,145.78,121
3325952,Self-Play,0.58,143.17,500
3325952,Spam Bot T1,0.6392,142.87,97
3325952,Spam Bot T2,0.75,145.51,24
3325952,Spam Bot T3,0.7857,145.44,14
3325952,Spam Bot T4,0.6667,142.38,6
3325952,Spam Bot T5,0.375,128.12,8
3325952,Spam Bot T6,0.6,145.57,10
3325952,Spam Bot T7,1.0,148.45,5
3325952,Spam Bot T8,0.5,145.7,18
3325952,castle_defense_p1_v14,0.3333,161.76,3
3325952,castle_defense_p1_v16,0.7778,151.92,9
3325952,castle_defense_p1_v20,0.8,147.56,5
3325952,castle_defense_p1_v21,0.375,146.37,8
3325952,castle_defense_p1_v22,1.0,134.3,3
3325952,castle_defense_p1_v23,0.3333,137.78,9
3325952,castle_defense_p1_v25,0.5,144.64,4
3325952,castle_defense_p1_v25_bc,0.7778,151.03,9
3325952,castle_defense_p1_v27,0.5,142.55,4
3325952,castle_defense_p1_v27_last,0.9,151.09,10
3325952,castle_defense_p1_v3,0.1,150.08,10
3325952,castle_defense_p1_v4,0.1429,139.86,7
3325952,castle_defense_p1_v7,0.0,149.22,2
3325952,v28_snap_20260726_005800,0.8571,148.88,7
3325952,v28_snap_20260726_012419,1.0,145.13,9
3325952,v28_snap_20260726_015042,0.8571,140.98,7
3325952,v28_snap_20260726_021730,1.0,155.93,6
3325952,v28_snap_20260726_024418,0.6667,147.76,12
3325952,v28_snap_20260726_031048,1.0,150.69,3
3325952,v28_snap_20260726_033659,1.0,143.05,5
3325952,v28_snap_20260726_040326,0.7143,138.05,7
3325952,v28_snap_20260726_043005,0.7778,136.87,9
3325952,v28_snap_20260726_045639,1.0,147.79,8
3325952,v29_snap_20260726_135657,1.0,144.3,5
3325952,v29_snap_20260726_142419,0.5,132.06,6
3325952,v29_snap_20260726_145116,0.5556,153.67,9
3325952,v29_snap_20260726_151811,1.0,126.79,3
3325952,v29_snap_20260726_154531,0.8,154.34,5
3325952,v29_snap_20260726_161220,0.6667,130.49,9
3325952,v29_snap_20260726_163913,0.8889,150.8,9
3325952,v29_snap_20260726_170553,1.0,145.2,7
3325952,v29_snap_20260726_173235,0.8571,147.05,7
3325952,v29_snap_20260726_175905,0.75,151.62,4
3325952,v30_floortest_8M,1.0,151.29,4
3325952,v30_snap_20260727_103227,1.0,146.36,7
3325952,v30_snap_20260727_110006,0.3333,151.62,3
3325952,v30_snap_20260727_112801,0.625,146.84,8
3325952,v30_snap_20260727_115518,0.375,149.16,8
3325952,v30_snap_20260727_122239,0.8333,127.45,6
3325952,v30_snap_20260727_125007,0.6,162.28,5
3325952,v30_snap_20260727_131754,0.5,143.48,6
3325952,v30_snap_20260727_134517,0.5714,147.06,7
3325952,v30_snap_20260727_141243,0.0,132.9,5
3325952,v30_snap_20260727_144030,1.0,132.08,6
3440640,Anti-Spam Bot,0.2545,142.79,110
3440640,Heuristic Bot,0.144,141.08,500
3440640,Random Dummy,0.4286,146.2,126
3440640,Self-Play,0.582,143.99,500
3440640,Spam Bot T1,0.6505,143.64,103
3440640,Spam Bot T2,0.75,145.51,24
3440640,Spam Bot T3,0.7857,145.44,14
3440640,Spam Bot T4,0.6667,142.38,6
3440640,Spam Bot T5,0.3333,131.24,9
3440640,Spam Bot T6,0.5455,146.53,11
3440640,Spam Bot T7,1.0,148.45,5
3440640,Spam Bot T8,0.5,145.7,18
3440640,castle_defense_p1_v14,0.5,160.37,4
3440640,castle_defense_p1_v16,0.7,152.35,10
3440640,castle_defense_p1_v20,0.6667,149.0,6
3440640,castle_defense_p1_v21,0.375,146.37,8
3440640,castle_defense_p1_v22,1.0,134.3,3
3440640,castle_defense_p1_v23,0.3333,137.78,9
3440640,castle_defense_p1_v25,0.4,146.95,5
3440640,castle_defense_p1_v25_bc,0.7778,151.03,9
3440640,castle_defense_p1_v27,0.5,142.55,4
3440640,castle_defense_p1_v27_last,0.9,151.09,10
3440640,castle_defense_p1_v3,0.1,150.08,10
3440640,castle_defense_p1_v4,0.125,141.9,8
3440640,castle_defense_p1_v7,0.0,149.22,2
3440640,v28_snap_20260726_005800,0.8571,148.88,7
3440640,v28_snap_20260726_012419,1.0,145.13,9
3440640,v28_snap_20260726_015042,0.875,142.88,8
3440640,v28_snap_20260726_021730,1.0,155.93,6
3440640,v28_snap_20260726_024418,0.6667,147.76,12
3440640,v28_snap_20260726_031048,1.0,152.07,4
3440640,v28_snap_20260726_033659,1.0,143.05,5
3440640,v28_snap_20260726_040326,0.7143,138.05,7
3440640,v28_snap_20260726_043005,0.8182,140.38,11
3440640,v28_snap_20260726_045639,1.0,148.72,9
3440640,v29_snap_20260726_135657,1.0,144.3,5
3440640,v29_snap_20260726_142419,0.5,132.06,6
3440640,v29_snap_20260726_145116,0.5556,153.67,9
3440640,v29_snap_20260726_151811,0.75,134.14,4
3440640,v29_snap_20260726_154531,0.8,154.34,5
3440640,v29_snap_20260726_161220,0.6667,130.49,9
3440640,v29_snap_20260726_163913,0.8889,150.8,9
3440640,v29_snap_20260726_170553,1.0,145.2,7
3440640,v29_snap_20260726_173235,0.8571,147.05,7
3440640,v29_snap_20260726_175905,0.75,151.62,4
3440640,v30_floortest_8M,1.0,151.29,4
3440640,v30_snap_20260727_103227,1.0,146.36,7
3440640,v30_snap_20260727_110006,0.3333,151.62,3
3440640,v30_snap_20260727_112801,0.625,146.84,8
3440640,v30_snap_20260727_115518,0.4444,149.94,9
3440640,v30_snap_20260727_122239,0.8333,127.45,6
3440640,v30_snap_20260727_125007,0.5,161.26,6
3440640,v30_snap_20260727_131754,0.5,143.48,6
3440640,v30_snap_20260727_134517,0.5714,147.06,7
3440640,v30_snap_20260727_141243,0.0,136.78,6
3440640,v30_snap_20260727_144030,1.0,132.08,6
3555328,Anti-Spam Bot,0.2679,143.94,112
3555328,Heuristic Bot,0.142,146.66,500
3555328,Random Dummy,0.4385,148.08,130
3555328,Self-Play,0.568,150.61,500
3555328,Spam Bot T1,0.6636,146.03,107
3555328,Spam Bot T2,0.75,145.51,24
3555328,Spam Bot T3,0.7857,145.44,14
3555328,Spam Bot T4,0.6667,142.38,6
3555328,Spam Bot T5,0.3636,145.12,11
3555328,Spam Bot T6,0.5455,146.53,11
3555328,Spam Bot T7,1.0,158.31,6
3555328,Spam Bot T8,0.5,145.7,18
3555328,castle_defense_p1_v14,0.5,160.37,4
3555328,castle_defense_p1_v16,0.7,152.35,10
3555328,castle_defense_p1_v20,0.6667,149.0,6
3555328,castle_defense_p1_v21,0.3333,153.18,9
3555328,castle_defense_p1_v22,1.0,134.3,3
3555328,castle_defense_p1_v23,0.3333,137.78,9
3555328,castle_defense_p1_v25,0.4,146.95,5
3555328,castle_defense_p1_v25_bc,0.8,156.69,10
3555328,castle_defense_p1_v27,0.5,142.55,4
3555328,castle_defense_p1_v27_last,0.8182,156.23,11
3555328,castle_defense_p1_v3,0.1,150.08,10
3555328,castle_defense_p1_v4,0.125,141.9,8
3555328,castle_defense_p1_v7,0.0,149.22,2
3555328,v28_snap_20260726_005800,0.875,156.22,8
3555328,v28_snap_20260726_012419,1.0,145.13,9
3555328,v28_snap_20260726_015042,0.875,142.88,8
3555328,v28_snap_20260726_021730,1.0,155.93,6
3555328,v28_snap_20260726_024418,0.6667,147.76,12
3555328,v28_snap_20260726_031048,1.0,152.07,4
3555328,v28_snap_20260726_033659,1.0,143.05,5
3555328,v28_snap_20260726_040326,0.7143,138.05,7
3555328,v28_snap_20260726_043005,0.8182,140.38,11
3555328,v28_snap_20260726_045639,1.0,148.72,9
3555328,v29_snap_20260726_135657,1.0,144.3,5
3555328,v29_snap_20260726_142419,0.5,132.06,6
3555328,v29_snap_20260726_145116,0.6,159.07,10
3555328,v29_snap_20260726_151811,0.75,134.14,4
3555328,v29_snap_20260726_154531,0.8333,163.22,6
3555328,v29_snap_20260726_161220,0.6667,130.49,9
3555328,v29_snap_20260726_163913,0.8889,150.8,9
3555328,v29_snap_20260726_170553,1.0,145.2,7
3555328,v29_snap_20260726_173235,0.8571,147.05,7
3555328,v29_snap_20260726_175905,0.75,151.62,4
3555328,v30_floortest_8M,1.0,151.29,4
3555328,v30_snap_20260727_103227,1.0,146.36,7
3555328,v30_snap_20260727_110006,0.3333,151.62,3
3555328,v30_snap_20260727_112801,0.625,146.84,8
3555328,v30_snap_20260727_115518,0.4444,149.94,9
3555328,v30_snap_20260727_122239,0.8333,127.45,6
3555328,v30_snap_20260727_125007,0.5,161.26,6
3555328,v30_snap_20260727_131754,0.4286,152.64,7
3555328,v30_snap_20260727_134517,0.5714,147.06,7
3555328,v30_snap_20260727_141243,0.0,136.78,6
3555328,v30_snap_20260727_144030,0.8571,142.87,7
3670016,Anti-Spam Bot,0.2712,147.58,118
3670016,Heuristic Bot,0.154,152.88,500
3670016,Random Dummy,0.4532,152.44,139
3670016,Self-Play,0.576,160.48,500
3670016,Spam Bot T1,0.6545,147.92,110
3670016,Spam Bot T2,0.75,145.51,24
3670016,Spam Bot T3,0.7333,150.1,15
3670016,Spam Bot T4,0.6667,142.38,6
3670016,Spam Bot T5,0.4167,150.98,12
3670016,Spam Bot T6,0.5833,152.27,12
3670016,Spam Bot T7,1.0,158.31,6
3670016,Spam Bot T8,0.5,145.7,18
3670016,castle_defense_p1_v14,0.5,160.37,4
3670016,castle_defense_p1_v16,0.7,152.35,10
3670016,castle_defense_p1_v20,0.6667,149.0,6
3670016,castle_defense_p1_v21,0.3333,153.18,9
3670016,castle_defense_p1_v22,1.0,134.3,3
3670016,castle_defense_p1_v23,0.3333,137.78,9
3670016,castle_defense_p1_v25,0.4,146.95,5
3670016,castle_defense_p1_v25_bc,0.8,156.69,10
3670016,castle_defense_p1_v27,0.5,142.55,4
3670016,castle_defense_p1_v27_last,0.8182,156.23,11
3670016,castle_defense_p1_v3,0.1,150.08,10
3670016,castle_defense_p1_v4,0.125,141.9,8
3670016,castle_defense_p1_v7,0.0,149.22,2
3670016,v28_snap_20260726_005800,0.875,156.22,8
3670016,v28_snap_20260726_012419,1.0,145.13,9
3670016,v28_snap_20260726_015042,0.875,142.88,8
3670016,v28_snap_20260726_021730,1.0,155.93,6
3670016,v28_snap_20260726_024418,0.6667,147.76,12
3670016,v28_snap_20260726_031048,1.0,152.07,4
3670016,v28_snap_20260726_033659,1.0,155.11,6
3670016,v28_snap_20260726_040326,0.7143,138.05,7
3670016,v28_snap_20260726_043005,0.8182,140.38,11
3670016,v28_snap_20260726_045639,1.0,148.72,9
3670016,v29_snap_20260726_135657,1.0,144.3,5
3670016,v29_snap_20260726_142419,0.5,132.06,6
3670016,v29_snap_20260726_145116,0.6,159.07,10
3670016,v29_snap_20260726_151811,0.75,134.14,4
3670016,v29_snap_20260726_154531,0.7143,170.66,7
3670016,v29_snap_20260726_161220,0.6667,130.49,9
3670016,v29_snap_20260726_163913,0.8,157.25,10
3670016,v29_snap_20260726_170553,1.0,145.2,7
3670016,v29_snap_20260726_173235,0.8571,147.05,7
3670016,v29_snap_20260726_175905,0.8,164.37,5
3670016,v30_floortest_8M,1.0,151.29,4
3670016,v30_snap_20260727_103227,1.0,146.36,7
3670016,v30_snap_20260727_110006,0.3333,151.62,3
3670016,v30_snap_20260727_112801,0.6667,154.45,9
3670016,v30_snap_20260727_115518,0.4444,149.94,9
3670016,v30_snap_20260727_122239,0.8333,127.45,6
3670016,v30_snap_20260727_125007,0.5714,168.99,7
3670016,v30_snap_20260727_131754,0.4286,152.64,7
3670016,v30_snap_20260727_134517,0.5714,147.06,7
3670016,v30_snap_20260727_141243,0.0,136.78,6
3670016,v30_snap_20260727_144030,0.8571,142.87,7
3784704,Anti-Spam Bot,0.2689,147.65,119
3784704,Heuristic Bot,0.16,155.08,500
3784704,Random Dummy,0.4437,152.52,142
3784704,Self-Play,0.586,162.83,500
3784704,Spam Bot T1,0.6404,148.22,114
3784704,Spam Bot T2,0.7692,146.35,26
3784704,Spam Bot T3,0.75,150.5,16
3784704,Spam Bot T4,0.6667,142.38,6
3784704,Spam Bot T5,0.3846,151.39,13
3784704,Spam Bot T6,0.5833,152.27,12
3784704,Spam Bot T7,1.0,158.04,7
3784704,Spam Bot T8,0.4737,146.27,19
3784704,castle_defense_p1_v14,0.5,160.37,4
3784704,castle_defense_p1_v16,0.6364,152.72,11
3784704,castle_defense_p1_v20,0.6667,149.0,6
3784704,castle_defense_p1_v21,0.3333,153.18,9
3784704,castle_defense_p1_v22,1.0,134.3,3
3784704,castle_defense_p1_v23,0.3,139.65,10
3784704,castle_defense_p1_v25,0.4,146.95,5
3784704,castle_defense_p1_v25_bc,0.8,156.69,10
3784704,castle_defense_p1_v27,0.5,142.55,4
3784704,castle_defense_p1_v27_last,0.8182,156.23,11
3784704,castle_defense_p1_v3,0.1818,150.66,11
3784704,castle_defense_p1_v4,0.125,141.9,8
3784704,castle_defense_p1_v7,0.0,149.22,2
3784704,v28_snap_20260726_005800,0.875,156.22,8
3784704,v28_snap_20260726_012419,0.9,146.26,10
3784704,v28_snap_20260726_015042,0.8182,146.57,11
3784704,v28_snap_20260726_021730,1.0,155.93,6
3784704,v28_snap_20260726_024418,0.6667,147.76,12
3784704,v28_snap_20260726_031048,1.0,152.07,4
3784704,v28_snap_20260726_033659,1.0,155.29,7
3784704,v28_snap_20260726_040326,0.75,140.34,8
3784704,v28_snap_20260726_043005,0.8182,140.38,11
3784704,v28_snap_20260726_045639,1.0,148.72,9
3784704,v29_snap_20260726_135657,1.0,146.32,6
3784704,v29_snap_20260726_142419,0.5,132.06,6
3784704,v29_snap_20260726_145116,0.6,159.07,10
3784704,v29_snap_20260726_151811,0.75,134.14,4
3784704,v29_snap_20260726_154531,0.7143,170.66,7
3784704,v29_snap_20260726_161220,0.6667,130.49,9
3784704,v29_snap_20260726_163913,0.8,157.25,10
3784704,v29_snap_20260726_170553,1.0,145.2,7
3784704,v29_snap_20260726_173235,0.8571,147.05,7
3784704,v29_snap_20260726_175905,0.8,164.37,5
3784704,v30_floortest_8M,0.8,152.31,5
3784704,v30_snap_20260727_103227,1.0,146.36,7
3784704,v30_snap_20260727_110006,0.3333,151.62,3
3784704,v30_snap_20260727_112801,0.6667,154.45,9
3784704,v30_snap_20260727_115518,0.5,150.58,10
3784704,v30_snap_20260727_122239,0.8333,127.45,6
3784704,v30_snap_20260727_125007,0.5714,168.99,7
3784704,v30_snap_20260727_131754,0.4286,152.64,7
3784704,v30_snap_20260727_134517,0.5714,147.06,7
3784704,v30_snap_20260727_141243,0.0,136.78,6
3784704,v30_snap_20260727_144030,0.8571,142.87,7
3899392,Anti-Spam Bot,0.2689,147.65,119
3899392,Heuristic Bot,0.164,164.6,500
3899392,Random Dummy,0.4384,155.74,146
3899392,Self-Play,0.572,183.19,500
3899392,Spam Bot T1,0.6441,152.35,118
3899392,Spam Bot T2,0.7692,146.35,26
3899392,Spam Bot T3,0.7647,157.52,17
3899392,Spam Bot T4,0.6667,142.38,6
3899392,Spam Bot T5,0.3846,151.39,13
3899392,Spam Bot T6,0.6154,161.32,13
3899392,Spam Bot T7,1.0,158.04,7
3899392,Spam Bot T8,0.4737,146.27,19
3899392,castle_defense_p1_v14,0.5,160.37,4
3899392,castle_defense_p1_v16,0.6364,152.72,11
3899392,castle_defense_p1_v20,0.6667,149.0,6
3899392,castle_defense_p1_v21,0.3333,153.18,9
3899392,castle_defense_p1_v22,1.0,134.3,3
3899392,castle_defense_p1_v23,0.3,139.65,10
3899392,castle_defense_p1_v25,0.4,146.95,5
3899392,castle_defense_p1_v25_bc,0.8,156.69,10
3899392,castle_defense_p1_v27,0.5,142.55,4
3899392,castle_defense_p1_v27_last,0.8182,156.23,11
3899392,castle_defense_p1_v3,0.1818,150.66,11
3899392,castle_defense_p1_v4,0.125,141.9,8
3899392,castle_defense_p1_v7,0.0,149.22,2
3899392,v28_snap_20260726_005800,0.875,156.22,8
3899392,v28_snap_20260726_012419,0.9,146.26,10
3899392,v28_snap_20260726_015042,0.8182,146.57,11
3899392,v28_snap_20260726_021730,1.0,155.93,6
3899392,v28_snap_20260726_024418,0.6667,147.76,12
3899392,v28_snap_20260726_031048,1.0,152.07,4
3899392,v28_snap_20260726_033659,1.0,155.29,7
3899392,v28_snap_20260726_040326,0.75,140.34,8
3899392,v28_snap_20260726_043005,0.8182,140.38,11
3899392,v28_snap_20260726_045639,1.0,148.72,9
3899392,v29_snap_20260726_135657,1.0,146.32,6
3899392,v29_snap_20260726_142419,0.5,132.06,6
3899392,v29_snap_20260726_145116,0.6,159.07,10
3899392,v29_snap_20260726_151811,0.8,161.29,5
3899392,v29_snap_20260726_154531,0.7143,170.66,7
3899392,v29_snap_20260726_161220,0.7,144.43,10
3899392,v29_snap_20260726_163913,0.8,157.25,10
3899392,v29_snap_20260726_170553,1.0,145.2,7
3899392,v29_snap_20260726_173235,0.8571,147.05,7
3899392,v29_snap_20260726_175905,0.8,164.37,5
3899392,v30_floortest_8M,0.6667,171.91,6
3899392,v30_snap_20260727_103227,1.0,146.36,7
3899392,v30_snap_20260727_110006,0.3333,151.62,3
3899392,v30_snap_20260727_112801,0.6667,154.45,9
3899392,v30_snap_20260727_115518,0.5455,161.43,11
3899392,v30_snap_20260727_122239,0.8333,127.45,6
3899392,v30_snap_20260727_125007,0.5714,168.99,7
3899392,v30_snap_20260727_131754,0.4286,152.64,7
3899392,v30_snap_20260727_134517,0.5714,147.06,7
3899392,v30_snap_20260727_141243,0.0,136.78,6
3899392,v30_snap_20260727_144030,0.8571,142.87,7
4014080,Anti-Spam Bot,0.2705,148.99,122
4014080,Heuristic Bot,0.164,169.28,500
4014080,Random Dummy,0.4437,157.28,151
4014080,Self-Play,0.572,193.14,500
4014080,Spam Bot T1,0.6423,154.37,123
4014080,Spam Bot T2,0.7407,148.41,27
4014080,Spam Bot T3,0.7222,160.0,18
4014080,Spam Bot T4,0.7143,150.93,7
4014080,Spam Bot T5,0.3571,155.02,14
4014080,Spam Bot T6,0.6667,166.77,15
4014080,Spam Bot T7,1.0,158.04,7
4014080,Spam Bot T8,0.45,149.06,20
4014080,castle_defense_p1_v14,0.5,174.31,6
4014080,castle_defense_p1_v16,0.6667,156.84,12
4014080,castle_defense_p1_v20,0.6667,149.0,6
4014080,castle_defense_p1_v21,0.4,158.08,10
4014080,castle_defense_p1_v22,1.0,134.3,3
4014080,castle_defense_p1_v23,0.3,139.65,10
4014080,castle_defense_p1_v25,0.4,146.95,5
4014080,castle_defense_p1_v25_bc,0.7273,160.83,11
4014080,castle_defense_p1_v27,0.5,142.55,4
4014080,castle_defense_p1_v27_last,0.8182,156.23,11
4014080,castle_defense_p1_v3,0.1818,150.66,11
4014080,castle_defense_p1_v4,0.2222,148.6,9
4014080,castle_defense_p1_v7,0.3333,166.88,3
4014080,v28_snap_20260726_005800,0.875,156.22,8
4014080,v28_snap_20260726_012419,0.9,146.26,10
4014080,v28_snap_20260726_015042,0.8333,151.2,12
4014080,v28_snap_20260726_021730,1.0,162.53,7
4014080,v28_snap_20260726_024418,0.6667,147.76,12
4014080,v28_snap_20260726_031048,1.0,162.09,5
4014080,v28_snap_20260726_033659,1.0,161.15,8
4014080,v28_snap_20260726_040326,0.7778,147.21,9
4014080,v28_snap_20260726_043005,0.8182,140.38,11
4014080,v28_snap_20260726_045639,1.0,148.72,9
4014080,v29_snap_20260726_135657,1.0,154.3,7
4014080,v29_snap_20260726_142419,0.5,132.06,6
4014080,v29_snap_20260726_145116,0.6,159.07,10
4014080,v29_snap_20260726_151811,0.8,161.29,5
4014080,v29_snap_20260726_154531,0.7143,170.66,7
4014080,v29_snap_20260726_161220,0.7,144.43,10
4014080,v29_snap_20260726_163913,0.8,157.25,10
4014080,v29_snap_20260726_170553,1.0,145.2,7
4014080,v29_snap_20260726_173235,0.8571,147.05,7
4014080,v29_snap_20260726_175905,0.8,164.37,5
4014080,v30_floortest_8M,0.6667,171.91,6
4014080,v30_snap_20260727_103227,1.0,146.36,7
4014080,v30_snap_20260727_110006,0.25,164.26,4
4014080,v30_snap_20260727_112801,0.6667,154.45,9
4014080,v30_snap_20260727_115518,0.5833,164.83,12
4014080,v30_snap_20260727_122239,0.8333,127.45,6
4014080,v30_snap_20260727_125007,0.625,173.14,8
4014080,v30_snap_20260727_131754,0.4286,152.64,7
4014080,v30_snap_20260727_134517,0.625,153.95,8
4014080,v30_snap_20260727_141243,0.0,136.78,6
4014080,v30_snap_20260727_144030,0.75,150.28,8
4128768,Anti-Spam Bot,0.2656,151.6,128
4128768,Heuristic Bot,0.158,176.54,500
4128768,Random Dummy,0.4551,158.8,156
4128768,Self-Play,0.57,202.5,500
4128768,Spam Bot T1,0.6429,155.57,126
4128768,Spam Bot T2,0.7241,152.3,29
4128768,Spam Bot T3,0.7368,162.36,19
4128768,Spam Bot T4,0.75,157.65,8
4128768,Spam Bot T5,0.3333,158.34,15
4128768,Spam Bot T6,0.6667,166.77,15
4128768,Spam Bot T7,1.0,158.04,7
4128768,Spam Bot T8,0.45,149.06,20
4128768,castle_defense_p1_v14,0.5714,178.65,7
4128768,castle_defense_p1_v16,0.6154,160.52,13
4128768,castle_defense_p1_v20,0.6667,149.0,6
4128768,castle_defense_p1_v21,0.4,158.08,10
4128768,castle_defense_p1_v22,1.0,151.9,4
4128768,castle_defense_p1_v23,0.3636,145.56,11
4128768,castle_defense_p1_v25,0.3333,156.58,6
4128768,castle_defense_p1_v25_bc,0.75,164.48,12
4128768,castle_defense_p1_v27,0.5,142.55,4
4128768,castle_defense_p1_v27_last,0.8182,156.23,11
4128768,castle_defense_p1_v3,0.1667,155.16,12
4128768,castle_defense_p1_v4,0.2222,148.6,9
4128768,castle_defense_p1_v7,0.3333,166.88,3
4128768,v28_snap_20260726_005800,0.875,156.22,8
4128768,v28_snap_20260726_012419,0.9,146.26,10
4128768,v28_snap_20260726_015042,0.8333,151.2,12
4128768,v28_snap_20260726_021730,1.0,162.53,7
4128768,v28_snap_20260726_024418,0.6667,147.76,12
4128768,v28_snap_20260726_031048,1.0,162.09,5
4128768,v28_snap_20260726_033659,1.0,161.15,8
4128768,v28_snap_20260726_040326,0.7778,147.21,9
4128768,v28_snap_20260726_043005,0.8182,140.38,11
4128768,v28_snap_20260726_045639,1.0,154.32,10
4128768,v29_snap_20260726_135657,1.0,154.3,7
4128768,v29_snap_20260726_142419,0.5,132.06,6
4128768,v29_snap_20260726_145116,0.6364,163.22,11
4128768,v29_snap_20260726_151811,0.8,161.29,5
4128768,v29_snap_20260726_154531,0.7143,170.66,7
4128768,v29_snap_20260726_161220,0.7,144.43,10
4128768,v29_snap_20260726_163913,0.8,157.25,10
4128768,v29_snap_20260726_170553,1.0,145.2,7
4128768,v29_snap_20260726_173235,0.8571,147.05,7
4128768,v29_snap_20260726_175905,0.8333,171.1,6
4128768,v30_floortest_8M,0.6667,171.91,6
4128768,v30_snap_20260727_103227,1.0,153.66,8
4128768,v30_snap_20260727_110006,0.25,164.26,4
4128768,v30_snap_20260727_112801,0.6667,154.45,9
4128768,v30_snap_20260727_115518,0.5385,167.9,13
4128768,v30_snap_20260727_122239,0.8571,138.49,7
4128768,v30_snap_20260727_125007,0.625,173.14,8
4128768,v30_snap_20260727_131754,0.5,159.15,8
4128768,v30_snap_20260727_134517,0.625,153.95,8
4128768,v30_snap_20260727_141243,0.0,136.78,6
4128768,v30_snap_20260727_144030,0.7778,156.33,9
4243456,Anti-Spam Bot,0.2615,152.73,130
4243456,Heuristic Bot,0.146,186.06,500
4243456,Random Dummy,0.4601,161.62,163
4243456,Self-Play,0.57,213.48,500
4243456,Spam Bot T1,0.626,158.2,131
4243456,Spam Bot T2,0.7241,152.3,29
4243456,Spam Bot T3,0.7368,162.36,19
4243456,Spam Bot T4,0.5455,175.89,11
4243456,Spam Bot T5,0.4118,166.12,17
4243456,Spam Bot T6,0.6667,166.77,15
4243456,Spam Bot T7,1.0,158.04,7
4243456,Spam Bot T8,0.45,149.06,20
4243456,castle_defense_p1_v14,0.5714,178.65,7
4243456,castle_defense_p1_v16,0.6154,160.52,13
4243456,castle_defense_p1_v20,0.6667,149.0,6
4243456,castle_defense_p1_v21,0.5,169.15,12
4243456,castle_defense_p1_v22,1.0,151.9,4
4243456,castle_defense_p1_v23,0.3636,145.56,11
4243456,castle_defense_p1_v25,0.2857,166.29,7
4243456,castle_defense_p1_v25_bc,0.6923,169.1,13
4243456,castle_defense_p1_v27,0.6,158.94,5
4243456,castle_defense_p1_v27_last,0.8182,156.23,11
4243456,castle_defense_p1_v3,0.1667,155.16,12
