generation,model_idx,parent_id,fitness,improved,success_rate,sigma,WinReward,InvestReward,InvestDecay,AntiSpend,SavingsWeight,CombatScale,GadgetUpgrade,GadgetUse,BoardShaperStart,BoardShaperEnd
0,0,,0.43333,0,nan,0.3,44646.303893,4083.085126,623.910655,781.414624,0.109274,0.701044,3078.211103,72.664392,129.185839,9.483547
0,1,,0.48333,0,nan,0.3,51874.438456,2817.021321,964.830778,610.144591,0.052353,0.676464,1201.364964,27.228693,72.535762,11.344029
0,2,,0.47333,0,nan,0.3,90563.664665,2294.644812,650.272331,604.995943,0.159591,0.780504,2163.147994,40.805986,70.968678,11.692051
0,3,,0.46,0,nan,0.3,53058.10984,1853.845242,788.106709,678.569822,0.140722,0.9891,2212.065646,63.003374,101.69206,10.155788
0,4,,0.45,0,nan,0.3,70918.921774,3300.353655,1061.976216,531.689529,0.074857,0.692036,1563.995351,64.482667,58.560191,18.551535
0,5,,0.5,0,nan,0.3,74173.713781,2777.240961,617.270286,1510.599581,0.122999,1.204098,1639.282386,44.405652,90.426449,8.000947
0,6,,0.48667,0,nan,0.3,61387.581865,3206.023155,1598.97184,686.419358,0.103448,0.763729,2570.444727,68.765797,60.333565,10.846457
1,0,5,0.49667,0,0.5714,0.3,74173.713781,2777.240961,617.270286,1510.599581,0.122999,1.204098,1639.282386,44.405652,90.426449,8.000947
1,1,6,0.48333,0,0.5714,0.3,61387.581865,3206.023155,1598.97184,686.419358,0.103448,0.763729,2570.444727,68.765797,60.333565,10.846457
1,2,1,0.49,1,0.5714,0.3,51874.438456,2817.021321,964.830778,610.144591,0.052353,0.676464,1201.364964,27.228693,72.535762,11.344029
1,3,5,0.48333,0,0.5714,0.3,86600.631158,2652.556753,567.768865,1359.37546,0.131888,1.253745,1674.814117,62.314628,87.056146,8.205045
1,4,6,0.49333,1,0.5714,0.3,74710.605062,2583.99597,1902.781853,403.0812,0.170206,0.988768,3486.725562,110.297465,93.074238,10.489689
1,5,1,0.51667,1,0.5714,0.3,56778.165449,3133.362523,1372.725121,559.297671,0.069008,0.38278,742.692431,38.06369,65.832226,16.048668
1,6,5,0.50667,1,0.5714,0.3,75619.540887,2119.374675,696.514353,1639.911115,0.126376,1.422581,1434.892076,45.549735,126.193274,8.366229
2,0,5,0.46333,0,0.4286,0.3,56778.165449,3133.362523,1372.725121,559.297671,0.069008,0.38278,742.692431,38.06369,65.832226,16.048668
2,1,6,0.51,1,0.4286,0.3,75619.540887,2119.374675,696.514353,1639.911115,0.126376,1.422581,1434.892076,45.549735,126.193274,8.366229
2,2,0,0.55667,1,0.4286,0.3,74173.713781,2777.240961,617.270286,1510.599581,0.122999,1.204098,1639.282386,44.405652,90.426449,8.000947
