generation,model_idx,parent_id,fitness,improved,success_rate,sigma,WinReward,InvestReward,InvestDecay,AntiSpend,SavingsWeight,CombatScale,GadgetUpgrade,GadgetUse,BoardShaperStart,BoardShaperEnd
4,1,2,0.46667,0,0.2857,0.3,43973.229592,3301.915673,756.286054,367.438681,0.05894,1.25415,1615.111281,49.837293,170.1677,5.316034
4,2,0,0.46,0,0.2857,0.3,90808.13783,12819.398813,616.592756,974.938455,0.07364,1.657684,1542.966335,71.696148,77.271221,3.133322
4,3,6,0.51,0,0.2857,0.3,73635.434468,15066.972251,283.748929,485.718106,0.050654,1.872558,1694.423921,132.155198,96.030953,1.983048
4,4,2,0.46667,0,0.2857,0.3,30201.2051,3080.503548,403.452296,291.720769,0.077189,1.095752,1172.791209,61.996992,186.56273,3.092842
4,5,0,0.52667,1,0.2857,0.3,164399.064703,14720.668808,435.555987,1021.437902,0.068985,2.361316,1954.974498,52.221561,55.098086,3.28417
4,6,6,0.53333,1,0.2857,0.3,54573.742141,18099.460704,460.073249,753.373029,0.033818,1.776529,1524.342319,96.084862,78.735406,3.966259
5,0,6,0.44333,0,0.0,0.3,54573.742141,18099.460704,460.073249,753.373029,0.033818,1.776529,1524.342319,96.084862,78.735406,3.966259
5,1,5,0.49667,0,0.0,0.3,164399.064703,14720.668808,435.555987,1021.437902,0.068985,2.361316,1954.974498,52.221561,55.098086,3.28417
5,2,3,0.50333,0,0.0,0.3,73635.434468,15066.972251,283.748929,485.718106,0.050654,1.872558,1694.423921,132.155198,96.030953,1.983048
5,3,6,0.49333,0,0.0,0.3,46062.029748,15819.473845,535.276147,824.157419,0.03748,2.529743,2018.995411,68.837532,42.132135,5.11579
5,4,5,0.45333,0,0.0,0.3,156485.954158,9362.336169,415.068727,1619.377404,0.066692,2.421193,1917.664704,50.246606,73.949655,3.267251
5,5,3,0.47333,0,0.0,0.3,90391.976753,16176.723785,299.390141,537.160583,0.089153,1.724433,1224.596058,118.87596,69.264143,2.691387
5,6,6,0.46667,0,0.0,0.3,39315.759448,21074.663732,741.361223,683.369506,0.031882,1.147298,2008.611684,61.888797,84.531733,3.987024
6,0,2,0.50333,0,0.4286,0.3,73635.434468,15066.972251,283.748929,485.718106,0.050654,1.872558,1694.423921,132.155198,96.030953,1.983048
6,1,1,0.53,1,0.4286,0.3,164399.064703,14720.668808,435.555987,1021.437902,0.068985,2.361316,1954.974498,52.221561,55.098086,3.28417
6,2,3,0.49667,1,0.4286,0.3,46062.029748,15819.473845,535.276147,824.157419,0.03748,2.529743,2018.995411,68.837532,42.132135,5.11579
6,3,2,0.46,0,0.4286,0.3,67625.265422,14267.177837,328.227268,577.472696,0.052118,1.441471,1881.882292,133.053887,84.988585,1.47972
6,4,1,0.50333,1,0.4286,0.3,183542.74225,11013.608028,725.027108,1022.190514,0.059054,2.797616,2105.74191,31.995201,78.857235,4.062348
6,5,3,0.48333,0,0.4286,0.3,52235.831017,17698.624104,424.316802,671.426403,0.040704,2.521463,3187.683232,48.502965,30.85223,7.610576
6,6,2,0.43667,0,0.4286,0.3,87668.41056,15484.609129,453.933948,371.112212,0.049989,2.701339,1561.449205,100.751629,79.060364,1.208234
7,0,1,0.45667,0,0.1429,0.3,164399.064703,14720.668808,435.555987,1021.437902,0.068985,2.361316,1954.974498,52.221561,55.098086,3.28417
7,1,0,0.49333,0,0.1429,0.3,73635.434468,15066.972251,283.748929,485.718106,0.050654,1.872558,1694.423921,132.155198,96.030953,1.983048
7,2,4,0.48667,0,0.1429,0.3,183542.74225,11013.608028,725.027108,1022.190514,0.059054,2.797616,2105.74191,31.995201,78.857235,4.062348
7,3,1,0.44667,0,0.1429,0.3,177609.960042,8601.645659,289.723016,2178.081314,0.055625,2.708158,2240.86216,42.171139,35.714486,3.111977
7,4,0,0.47333,0,0.1429,0.3,72520.829254,22621.285895,187.282532,448.342417,0.074023,2.725862,2008.085704,92.214171,58.658485,2.022944
7,5,4,0.53333,1,0.1429,0.3,292677.588261,10401.137533,1157.278227,486.951235,0.037375,3.621603,2207.797587,28.026686,47.349898,4.843556
7,6,1,0.47667,0,0.1429,0.3,141526.065623,13222.666735,360.996407,799.315197,0.052274,2.241507,1465.787831,62.23456,44.537161,3.331059
8,0,5,0.46,0,0.5714,0.3,292677.588261,10401.137533,1157.278227,486.951235,0.037375,3.621603,2207.797587,28.026686,47.349898,4.843556
8,1,1,0.50333,1,0.5714,0.3,73635.434468,15066.972251,283.748929,485.718106,0.050654,1.872558,1694.423921,132.155198,96.030953,1.983048
8,2,2,0.55,1,0.5714,0.3,183542.74225,11013.608028,725.027108,1022.190514,0.059054,2.797616,2105.74191,31.995201,78.857235,4.062348
8,3,5,0.46,0,0.5714,0.3,223798.856324,18020.201283,569.250642,453.701825,0.031438,2.874784,2848.345152,27.115632,62.896498,3.250202
8,4,1,0.51333,1,0.5714,0.3,116771.721055,10838.391858,392.806396,426.620631,0.049228,2.542314,942.571871,145.631449,114.454792,1.680632
8,5,2,0.50667,1,0.5714,0.3,228004.988645,13285.941872,677.529183,872.227541,0.058815,2.462086,1727.507934,33.564517,99.582845,4.276263
8,6,5,0.51667,0,0.5714,0.3,607777.336436,17480.223989,1163.588816,426.99086,0.019433,2.061072,1655.756365,21.389143,40.47672,4.764922
9,0,2,0.48667,0,0.1429,0.3,183542.74225,11013.608028,725.027108,1022.190514,0.059054,2.797616,2105.74191,31.995201,78.857235,4.062348
9,1,6,0.46333,0,0.1429,0.3,607777.336436,17480.223989,1163.588816,426.99086,0.019433,2.061072,1655.756365,21.389143,40.47672,4.764922
9,2,4,0.5,0,0.1429,0.3,116771.721055,10838.391858,392.806396,426.620631,0.049228,2.542314,942.571871,145.631449,114.454792,1.680632
9,3,2,0.53333,0,0.1429,0.3,195751.779351,8421.951151,698.111746,728.947722,0.051359,2.609261,1315.845773,44.327159,65.829539,2.056433
9,4,6,0.53333,1,0.1429,0.3,762513.980693,15559.14464,1019.447344,841.129344,0.017482,3.08975,1110.128042,39.644781,34.615961,4.124934
9,5,4,0.51,0,0.1429,0.3,127841.956805,16156.830321,690.356568,416.552857,0.04908,2.537925,1598.933216,177.588638,129.345174,0.785882
9,6,2,0.53667,0,0.1429,0.3,155102.069611,10448.472158,757.894587,1486.311652,0.054974,4.227974,2925.883567,45.603743,57.279003,2.665723
10,0,6,0.49667,0,0.0,0.3,155102.069611,10448.472158,757.894587,1486.311652,0.054974,4.227974,2925.883567,45.603743,57.279003,2.665723
10,1,3,0.46333,0,0.0,0.3,195751.779351,8421.951151,698.111746,728.947722,0.051359,2.609261,1315.845773,44.327159,65.829539,2.056433
10,2,4,0.45333,0,0.0,0.3,762513.980693,15559.14464,1019.447344,841.129344,0.017482,3.08975,1110.128042,39.644781,34.615961,4.124934
10,3,6,0.48,0,0.0,0.3,147339.579557,5851.040228,1225.184161,2556.972697,0.049709,3.335281,3185.483109,36.420029,57.406341,2.739741
10,4,3,0.52333,0,0.0,0.3,193705.723374,10085.490786,1097.879214,580.119541,0.047776,1.627691,1175.161448,57.592768,62.326615,1.909289
10,5,4,0.47667,0,0.0,0.3,592520.253312,19061.188095,1051.926969,1316.511772,0.018127,2.129377,1230.426586,48.78981,18.723751,4.020629
10,6,6,0.46333,0,0.0,0.3,151211.809291,9469.828212,526.66289,1487.462338,0.065503,3.34341,4018.963576,41.008443,50.611263,2.24599
11,0,4,0.50333,0,0.1429,0.3,193705.723374,10085.490786,1097.879214,580.119541,0.047776,1.627691,1175.161448,57.592768,62.326615,1.909289
11,1,0,0.47,0,0.1429,0.3,155102.069611,10448.472158,757.894587,1486.311652,0.054974,4.227974,2925.883567,45.603743,57.279003,2.665723
11,2,3,0.40333,0,0.1429,0.3,147339.579557,5851.040228,1225.184161,2556.972697,0.049709,3.335281,3185.483109,36.420029,57.406341,2.739741
11,3,4,0.49,0,0.1429,0.3,129567.929766,9176.893076,1004.245139,485.479884,0.04508,1.481478,1425.132235,53.177504,80.781143,1.47488
11,4,0,0.43333,0,0.1429,0.3,157034.387973,12424.07013,1010.335864,1263.659684,0.065877,5.003105,4044.509067,25.929153,50.908743,3.376013
11,5,3,0.50667,1,0.1429,0.3,143952.874483,5375.866745,1227.132434,3296.069176,0.039942,3.828361,2658.0788,59.587157,50.656593,2.381443
11,6,4,0.51,0,0.1429,0.3,210193.797816,8379.155068,864.211181,409.864332,0.050055,1.520061,1125.319756,73.300483,68.682762,1.441704
12,0,6,0.51333,1,0.5714,0.3,210193.797816,8379.155068,864.211181,409.864332,0.050055,1.520061,1125.319756,73.300483,68.682762,1.441704
12,1,5,0.52333,1,0.5714,0.3,143952.874483,5375.866745,1227.132434,3296.069176,0.039942,3.828361,2658.0788,59.587157,50.656593,2.381443
12,2,0,0.46667,0,0.5714,0.3,193705.723374,10085.490786,1097.879214,580.119541,0.047776,1.627691,1175.161448,57.592768,62.326615,1.909289
12,3,6,0.48667,0,0.5714,0.3,159986.683763,7056.862102,770.964051,508.49175,0.065266,2.051714,1036.20603,113.860865,57.237879,2.158637
12,4,5,0.52,1,0.5714,0.3,111421.866833,5003.652979,1304.962903,3888.575034,0.041153,3.718546,2005.179777,80.544531,38.264126,2.495602
12,5,0,0.46,0,0.5714,0.3,177740.387646,7677.878483,1111.383073,736.65223,0.066107,1.598614,886.305967,86.112982,67.866738,2.359567
12,6,6,0.54,1,0.5714,0.3,272628.741676,14129.087305,939.212388,538.13323,0.03454,2.427796,1703.640272,47.29966,73.303368,0.869495
13,0,6,0.49333,0,0.1429,0.3,272628.741676,14129.087305,939.212388,538.13323,0.03454,2.427796,1703.640272,47.29966,73.303368,0.869495
13,1,1,0.45,0,0.1429,0.3,143952.874483,5375.866745,1227.132434,3296.069176,0.039942,3.828361,2658.0788,59.587157,50.656593,2.381443
13,2,4,0.54,1,0.1429,0.3,111421.866833,5003.652979,1304.962903,3888.575034,0.041153,3.718546,2005.179777,80.544531,38.264126,2.495602
13,3,6,0.47,0,0.1429,0.3,296329.397246,13279.461896,957.116836,636.699461,0.033308,2.241256,2755.488231,33.21273,90.272845,0.923471
13,4,1,0.50333,0,0.1429,0.3,125031.793126,9095.912875,1837.236761,4173.54339,0.040653,3.678468,3389.010645,68.7765,70.253406,3.736058
13,5,4,0.46333,0,0.1429,0.3,58036.681153,4324.792045,1370.285387,2781.455134,0.028559,5.553858,2293.212352,102.200524,39.183108,2.879343
13,6,6,0.51667,0,0.1429,0.3,310583.325175,17145.224444,790.899802,461.143256,0.030146,2.35169,2436.722461,70.172661,66.577146,0.767036
14,0,2,0.48667,0,0.0,0.3,111421.866833,5003.652979,1304.962903,3888.575034,0.041153,3.718546,2005.179777,80.544531,38.264126,2.495602
14,1,6,0.49333,0,0.0,0.3,310583.325175,17145.224444,790.899802,461.143256,0.030146,2.35169,2436.722461,70.172661,66.577146,0.767036
14,2,4,0.47333,0,0.0,0.3,125031.793126,9095.912875,1837.236761,4173.54339,0.040653,3.678468,3389.010645,68.7765,70.253406,3.736058
14,3,2,0.48333,0,0.0,0.3,164811.427244,5318.503161,1053.323596,3458.50951,0.034722,4.314786,1299.332497,69.460755,30.345258,3.503078
14,4,6,0.51,0,0.0,0.3,499542.911591,22118.572825,930.970023,451.810294,0.031507,2.003837,2951.792802,36.546009,63.786783,0.673434
14,5,4,0.47333,0,0.0,0.3,139730.286174,8159.434168,2436.576265,2702.271789,0.027962,2.463603,3106.218347,86.39711,90.830018,3.660381
14,6,2,0.47,0,0.0,0.3,139223.976692,4082.455845,2591.97446,5734.690766,0.034937,2.270777,1504.675888,105.401595,43.590156,2.596039
15,0,4,0.53667,1,0.7143,0.3,499542.911591,22118.572825,930.970023,451.810294,0.031507,2.003837,2951.792802,36.546009,63.786783,0.673434
15,1,1,0.53667,1,0.7143,0.3,310583.325175,17145.224444,790.899802,461.143256,0.030146,2.35169,2436.722461,70.172661,66.577146,0.767036
15,2,0,0.49667,1,0.7143,0.3,111421.866833,5003.652979,1304.962903,3888.575034,0.041153,3.718546,2005.179777,80.544531,38.264126,2.495602
15,3,4,0.51333,1,0.7143,0.3,561535.199438,24094.796712,1315.812975,747.217802,0.045406,1.962062,4255.984681,34.925898,81.829304,0.490201
15,4,1,0.46667,0,0.7143,0.3,228588.35194,17258.809679,934.450344,342.214353,0.037618,1.994695,1913.410321,83.74212,48.979294,1.099758
15,5,0,0.45667,0,0.7143,0.3,82295.625468,3873.257624,1109.91046,3916.804559,0.0628,3.372468,3364.452571,68.344571,40.562518,2.596964
15,6,4,0.52,1,0.7143,0.3,448361.954883,20995.698265,714.444287,671.13601,0.021711,5.766432,3606.031787,58.519943,67.495565,0.896128
16,0,0,0.49667,0,0.0,0.3,499542.911591,22118.572825,930.970023,451.810294,0.031507,2.003837,2951.792802,36.546009,63.786783,0.673434
16,1,1,0.49333,0,0.0,0.3,310583.325175,17145.224444,790.899802,461.143256,0.030146,2.35169,2436.722461,70.172661,66.577146,0.767036
16,2,6,0.49,0,0.0,0.3,448361.954883,20995.698265,714.444287,671.13601,0.021711,5.766432,3606.031787,58.519943,67.495565,0.896128
16,3,0,0.45,0,0.0,0.3,691457.622661,19686.87955,766.47409,683.167942,0.023953,2.028927,2700.563281,40.074466,82.166545,0.670219
16,4,1,0.51333,0,0.0,0.3,296316.495903,20888.548292,643.810704,177.098234,0.022203,2.091766,1794.459109,97.722649,60.343979,1.123362
16,5,6,0.45,0,0.0,0.3,505170.634672,16762.66504,840.083376,393.360528,0.015116,8.678189,2144.608909,58.642512,59.01561,0.691706
16,6,0,0.49667,0,0.0,0.3,485875.372747,24094.847785,667.706668,301.487854,0.021835,1.245727,1308.355053,24.879425,94.934741,0.635674
17,0,4,0.53333,1,0.2857,0.3,296316.495903,20888.548292,643.810704,177.098234,0.022203,2.091766,1794.459109,97.722649,60.343979,1.123362
17,1,0,0.48,0,0.2857,0.3,499542.911591,22118.572825,930.970023,451.810294,0.031507,2.003837,2951.792802,36.546009,63.786783,0.673434
17,2,6,0.47667,0,0.2857,0.3,485875.372747,24094.847785,667.706668,301.487854,0.021835,1.245727,1308.355053,24.879425,94.934741,0.635674
17,3,4,0.53667,1,0.2857,0.3,490409.536333,30350.354502,538.633392,157.909876,0.034571,1.968937,1732.299547,129.058349,61.564917,1.353244
17,4,0,0.49667,0,0.2857,0.3,505049.059294,28524.719462,768.806849,394.513332,0.017782,1.992103,1640.990153,32.077972,48.768364,0.629854
17,5,6,0.49667,0,0.2857,0.3,465325.386835,20567.341999,1052.382303,364.01149,0.017663,1.403991,1855.520129,23.892483,63.123346,0.620984
17,6,4,0.47667,0,0.2857,0.3,244493.365172,22095.353105,915.483512,206.363935,0.018416,2.948857,1816.467139,80.762062,71.429371,1.18671
18,0,3,0.43333,0,0.1429,0.3,490409.536333,30350.354502,538.633392,157.909876,0.034571,1.968937,1732.299547,129.058349,61.564917,1.353244
18,1,0,0.51667,0,0.1429,0.3,296316.495903,20888.548292,643.810704,177.098234,0.022203,2.091766,1794.459109,97.722649,60.343979,1.123362
18,2,4,0.46333,0,0.1429,0.3,505049.059294,28524.719462,768.806849,394.513332,0.017782,1.992103,1640.990153,32.077972,48.768364,0.629854
18,3,3,0.48,0,0.1429,0.3,316713.937751,22334.662939,618.39914,228.226462,0.030729,1.826557,1529.629304,149.456453,133.854013,1.295967
18,4,0,0.52333,0,0.1429,0.3,227451.988484,15568.526798,811.865311,197.255319,0.028395,1.536773,1348.530651,82.979488,42.293495,1.585029
18,5,4,0.50667,1,0.1429,0.3,631468.093562,19325.254877,740.021394,310.201913,0.021395,1.59958,1834.150377,35.155889,63.029542,0.617243
18,6,3,0.47333,0,0.1429,0.3,571934.097965,28005.094765,674.597835,193.505222,0.046154,1.480882,1383.219517,168.897947,62.730414,1.351375
19,0,4,0.45667,0,0.1429,0.3,227451.988484,15568.526798,811.865311,197.255319,0.028395,1.536773,1348.530651,82.979488,42.293495,1.585029
19,1,1,0.51333,0,0.1429,0.3,296316.495903,20888.548292,643.810704,177.098234,0.022203,2.091766,1794.459109,97.722649,60.343979,1.123362
19,2,5,0.51333,1,0.1429,0.3,631468.093562,19325.254877,740.021394,310.201913,0.021395,1.59958,1834.150377,35.155889,63.029542,0.617243
19,3,4,0.51333,0,0.1429,0.3,343878.750734,16527.553549,819.149819,205.477541,0.026527,1.352791,1380.758257,110.589193,27.494368,1.366157
19,4,1,0.49667,0,0.1429,0.3,231981.846629,28650.853404,898.033429,202.334274,0.013583,2.864527,1809.412355,105.099802,89.853493,1.467474
19,5,5,0.45,0,0.1429,0.3,694966.282126,21114.998573,1200.475503,318.431317,0.040535,1.00114,1849.350568,41.876785,46.785613,1.06894
19,6,4,0.48667,0,0.1429,0.3,303670.315063,20545.332695,990.541245,416.201051,0.026484,0.97915,1733.265767,36.797848,66.768527,3.246231
20,0,1,0.48,0,0.2857,0.3,296316.495903,20888.548292,643.810704,177.098234,0.022203,2.091766,1794.459109,97.722649,60.343979,1.123362
20,1,2,0.52667,1,0.2857,0.3,631468.093562,19325.254877,740.021394,310.201913,0.021395,1.59958,1834.150377,35.155889,63.029542,0.617243
20,2,3,0.45,0,0.2857,0.3,343878.750734,16527.553549,819.149819,205.477541,0.026527,1.352791,1380.758257,110.589193,27.494368,1.366157
20,3,1,0.50667,0,0.2857,0.3,209228.747539,27078.552452,898.884337,332.663906,0.026695,1.397379,2134.762513,94.533057,80.760002,1.845231
20,4,2,0.45333,0,0.2857,0.3,776779.122403,16304.309213,416.899218,356.891965,0.020442,1.4876,2167.489461,29.292687,44.421584,0.80059
20,5,3,0.50667,0,0.2857,0.3,351326.118766,23882.512379,1030.705382,270.732388,0.022746,0.816035,1334.430333,79.874247,34.86761,1.281266
20,6,1,0.53333,1,0.2857,0.3,245315.883867,28712.839668,441.583897,179.77709,0.019426,1.626696,2166.073084,151.950686,72.861857,1.06346
21,0,6,0.48,0,0.0,0.3,245315.883867,28712.839668,441.583897,179.77709,0.019426,1.626696,2166.073084,151.950686,72.861857,1.06346
21,1,1,0.49667,0,0.0,0.3,631468.093562,19325.254877,740.021394,310.201913,0.021395,1.59958,1834.150377,35.155889,63.029542,0.617243
21,2,3,0.49,0,0.0,0.3,209228.747539,27078.552452,898.884337,332.663906,0.026695,1.397379,2134.762513,94.533057,80.760002,1.845231
21,3,6,0.49333,0,0.0,0.3,381824.821331,26797.982631,382.157714,196.554863,0.020438,0.656089,1321.239075,169.760578,94.580269,1.139526
21,4,1,0.47667,0,0.0,0.3,518312.42144,13354.436958,611.383868,346.16111,0.022536,1.922934,1775.789644,33.24712,56.088509,0.926044
21,5,3,0.49333,0,0.0,0.3,376771.296226,19563.898628,889.828512,182.693595,0.035946,1.323419,3121.879354,105.806728,78.193635,2.726562
21,6,6,0.48333,0,0.0,0.3,231997.114005,28172.389606,391.029286,284.568097,0.012753,2.010238,2008.752423,118.044363,70.846266,0.996875
22,0,1,0.52333,1,0.8571,0.3,631468.093562,19325.254877,740.021394,310.201913,0.021395,1.59958,1834.150377,35.155889,63.029542,0.617243
22,1,3,0.52333,1,0.8571,0.3,381824.821331,26797.982631,382.157714,196.554863,0.020438,0.656089,1321.239075,169.760578,94.580269,1.139526
22,2,5,0.50333,1,0.8571,0.3,376771.296226,19563.898628,889.828512,182.693595,0.035946,1.323419,3121.879354,105.806728,78.193635,2.726562
22,3,1,0.42667,0,0.8571,0.3,688662.034578,23421.267638,856.611508,348.436735,0.019229,2.062433,2155.557268,29.836937,62.422994,1.079295
22,4,3,0.52667,1,0.8571,0.3,184510.606562,37016.656232,484.321447,184.17033,0.02186,0.880241,1474.372313,208.730698,107.05035,0.619897
22,5,5,0.51667,1,0.8571,0.3,466911.107279,35798.122348,706.504911,169.136364,0.041589,0.658227,3174.966563,148.400411,75.18993,1.80064
22,6,1,0.50667,1,0.8571,0.3,458110.934825,24547.491089,867.912745,170.870345,0.019821,1.960918,1544.275199,43.898178,53.717951,0.650765
23,0,4,0.45,0,0.5714,0.3,184510.606562,37016.656232,484.321447,184.17033,0.02186,0.880241,1474.372313,208.730698,107.05035,0.619897
23,1,0,0.46333,0,0.5714,0.3,631468.093562,19325.254877,740.021394,310.201913,0.021395,1.59958,1834.150377,35.155889,63.029542,0.617243
23,2,1,0.53,1,0.5714,0.3,381824.821331,26797.982631,382.157714,196.554863,0.020438,0.656089,1321.239075,169.760578,94.580269,1.139526
23,3,4,0.53667,1,0.5714,0.3,96859.582158,51341.209759,1050.705549,180.022963,0.034246,0.916489,1466.041697,147.561335,98.168842,0.400715
23,4,0,0.52667,1,0.5714,0.3,490734.078689,19617.435403,719.150707,235.36825,0.018942,1.119112,1214.391508,20.731408,85.800435,0.596292
23,5,1,0.46333,0,0.5714,0.3,347100.366019,28913.424229,313.803578,227.774124,0.011668,0.83964,1959.972383,216.482909,79.063831,0.786083
23,6,4,0.55,1,0.5714,0.3,176906.008752,42243.18746,527.823034,294.514136,0.013572,1.452312,1015.473883,132.852119,136.603556,0.602354
24,0,6,0.47,0,0.0,0.3,176906.008752,42243.18746,527.823034,294.514136,0.013572,1.452312,1015.473883,132.852119,136.603556,0.602354
24,1,3,0.50667,0,0.0,0.3,96859.582158,51341.209759,1050.705549,180.022963,0.034246,0.916489,1466.041697,147.561335,98.168842,0.400715
24,2,2,0.46,0,0.0,0.3,381824.821331,26797.982631,382.157714,196.554863,0.020438,0.656089,1321.239075,169.760578,94.580269,1.139526
24,3,6,0.5,0,0.0,0.3,181651.471392,17401.423935,737.154019,352.601807,0.012041,2.057814,714.185726,263.735747,102.995886,0.445455
24,4,3,0.48333,0,0.0,0.3,109643.053944,61114.538418,819.95003,228.979142,0.034944,0.733811,1493.539365,149.063441,85.347472,0.661103
24,5,2,0.48,0,0.0,0.3,536533.366452,33061.222706,431.535447,251.155494,0.012253,0.72475,1309.397183,183.481213,127.608209,2.098032
24,6,6,0.5,0,0.0,0.3,295980.851408,38104.886398,1130.855265,305.790126,0.010772,1.697627,1560.935562,190.172497,195.154797,0.333096
25,0,1,0.51333,1,0.5714,0.3,96859.582158,51341.209759,1050.705549,180.022963,0.034246,0.916489,1466.041697,147.561335,98.168842,0.400715
25,1,3,0.5,0,0.5714,0.3,181651.471392,17401.423935,737.154019,352.601807,0.012041,2.057814,714.185726,263.735747,102.995886,0.445455
25,2,6,0.50667,1,0.5714,0.3,295980.851408,38104.886398,1130.855265,305.790126,0.010772,1.697627,1560.935562,190.172497,195.154797,0.333096
25,3,1,0.51,1,0.5714,0.3,77957.688203,91453.539464,1134.401251,224.841723,0.049768,1.006335,2238.918814,134.519367,108.198752,0.676113
25,4,3,0.48667,0,0.5714,0.3,244188.758471,22923.400162,833.05304,170.331559,0.016864,3.09237,1270.883093,348.572092,42.570581,0.382894
25,5,6,0.53,1,0.5714,0.3,269267.746418,38659.413184,792.404566,338.231546,0.009867,2.841989,886.588498,267.374146,216.670916,0.382597
25,6,1,0.46667,0,0.5714,0.3,67463.05406,91013.632114,758.480214,137.745413,0.036216,0.644694,2549.999982,137.361919,98.530236,0.439282
26,0,5,0.54333,1,0.1429,0.3,269267.746418,38659.413184,792.404566,338.231546,0.009867,2.841989,886.588498,267.374146,216.670916,0.382597
26,1,0,0.48,0,0.1429,0.3,96859.582158,51341.209759,1050.705549,180.022963,0.034246,0.916489,1466.041697,147.561335,98.168842,0.400715
