generation,model_idx,parent_id,fitness,improved,success_rate,sigma,WinReward,InvestReward,InvestDecay,AntiSpend,SavingsWeight,CombatScale,GadgetUpgrade,GadgetUse,BoardShaperStart,BoardShaperEnd
0,0,,0.53,0,nan,0.3,45601.685251,3745.443911,495.6008,887.4271,0.069704,1.106441,2327.629257,41.706394,97.642304,12.933443
0,1,,0.53333,0,nan,0.3,56155.823255,3479.35981,566.563,448.803828,0.067708,1.083902,1524.54803,59.629975,87.378223,6.659833
0,2,,0.49667,0,nan,0.3,52208.914453,2794.825155,662.5158,470.962705,0.143446,1.433527,1316.913983,45.298339,91.073808,9.368266
0,3,,0.49333,0,nan,0.3,98878.426492,3399.558863,1057.519516,455.149278,0.053367,0.986031,1612.613338,44.775163,118.862907,6.03043
0,4,,0.44,0,nan,0.3,53777.361247,5166.577535,658.378264,773.675047,0.086257,0.904137,1906.151999,26.529445,89.728813,9.168409
0,5,,0.52667,0,nan,0.3,57292.990656,4266.824952,1417.362077,653.032877,0.10174,0.8876,1827.524296,33.743862,191.728709,12.24032
0,6,,0.0,0,nan,0.3,93072.735204,3340.194484,483.015928,679.57727,0.085696,1.247391,1759.417827,36.577595,115.679715,16.542419
