generation,model_idx,parent_id,fitness,improved,success_rate,sigma,WinReward,InvestReward,InvestDecay,AntiSpend,SavingsWeight,CombatScale,GadgetUpgrade,GadgetUse,BoardShaperStart,BoardShaperEnd
13,4,1,0.51333,1,0.2857,0.3,32766.629507,4057.908532,599.644902,335.701174,0.14818,0.479034,888.922261,40.614151,125.80239,6.98228
13,5,2,0.46333,0,0.2857,0.3,42479.507406,2400.258145,1042.149911,249.151718,0.075303,0.623622,1791.452439,40.869056,310.867564,6.450516
13,6,3,0.51333,0,0.2857,0.3,36697.099381,9458.629704,499.606081,323.968092,0.097356,0.396114,3099.981119,16.19986,205.800059,12.838974
14,0,2,0.49667,0,0.1429,0.3,24944.701624,2883.767927,823.175802,252.526743,0.101173,0.46279,1514.886404,27.74393,256.752339,7.517248
14,1,4,0.47,0,0.1429,0.3,32766.629507,4057.908532,599.644902,335.701174,0.14818,0.479034,888.922261,40.614151,125.80239,6.98228
14,2,6,0.47333,0,0.1429,0.3,36697.099381,9458.629704,499.606081,323.968092,0.097356,0.396114,3099.981119,16.19986,205.800059,12.838974
14,3,2,0.42667,0,0.1429,0.3,20504.483428,2438.966518,622.834282,297.818791,0.10676,0.475238,1904.505387,22.508769,346.381879,7.241457
14,4,4,0.48667,0,0.1429,0.3,42529.038434,2739.556728,491.15866,370.302969,0.198365,0.393782,780.877032,32.586338,183.090527,6.093898
14,5,6,0.58333,1,0.1429,0.3,37318.513109,7485.391484,452.983902,663.818084,0.114213,0.418993,3675.811809,15.168202,221.590529,7.172334
14,6,2,0.50333,0,0.1429,0.3,15842.144431,1700.229823,783.26502,204.585148,0.098804,0.426632,1796.442414,40.421459,249.410114,12.098955
15,0,5,0.53333,0,0.1429,0.3,37318.513109,7485.391484,452.983902,663.818084,0.114213,0.418993,3675.811809,15.168202,221.590529,7.172334
15,1,6,0.50333,0,0.1429,0.3,15842.144431,1700.229823,783.26502,204.585148,0.098804,0.426632,1796.442414,40.421459,249.410114,12.098955
15,2,0,0.48333,0,0.1429,0.3,24944.701624,2883.767927,823.175802,252.526743,0.101173,0.46279,1514.886404,27.74393,256.752339,7.517248
15,3,5,0.44333,0,0.1429,0.3,35599.030067,8550.495758,444.770337,773.150422,0.091454,0.319494,2568.667755,15.490571,257.292755,4.903352
15,4,6,0.47333,0,0.1429,0.3,10737.324836,2096.423829,608.064216,304.886333,0.142332,0.261725,2171.847435,39.554688,285.289646,13.280453
15,5,0,0.50667,1,0.1429,0.3,13425.427736,3276.727798,632.469501,324.335299,0.087894,1.098178,1871.313845,28.06947,294.882473,8.623211
15,6,5,0.48,0,0.1429,0.3,21163.693394,8101.020125,650.970591,778.784483,0.101313,0.277683,2931.9685,15.419045,201.184678,5.78307
16,0,0,0.53667,1,0.4286,0.3,37318.513109,7485.391484,452.983902,663.818084,0.114213,0.418993,3675.811809,15.168202,221.590529,7.172334
16,1,5,0.45333,0,0.4286,0.3,13425.427736,3276.727798,632.469501,324.335299,0.087894,1.098178,1871.313845,28.06947,294.882473,8.623211
16,2,1,0.51667,1,0.4286,0.3,15842.144431,1700.229823,783.26502,204.585148,0.098804,0.426632,1796.442414,40.421459,249.410114,12.098955
16,3,0,0.44667,0,0.4286,0.3,41484.392733,4679.512313,339.849543,1058.130164,0.122019,0.640999,3023.647328,8.679884,121.458805,9.140786
