generation,model_idx,parent_id,fitness,improved,success_rate,sigma,WinReward,InvestReward,InvestDecay,AntiSpend,SavingsWeight,CombatScale,GadgetUpgrade,GadgetUse,BoardShaperStart,BoardShaperEnd
0,0,,0.47333,0,nan,0.3,51442.872763,3568.673457,915.181328,640.378327,0.116774,0.772456,1716.948224,34.892875,59.333209,11.814207
0,1,,0.52,0,nan,0.3,37910.550376,4164.723199,818.596114,502.300812,0.123518,1.318184,1468.393489,109.459805,160.302582,10.263931
0,2,,0.53333,0,nan,0.3,79686.74629,3112.618728,753.630802,718.99717,0.132222,0.674628,1519.739154,80.273892,177.76357,15.17712
0,3,,0.47333,0,nan,0.3,55398.341433,3634.829241,903.885881,929.948377,0.116674,1.455351,2094.331852,46.651071,122.651348,9.613909
0,4,,0.5,0,nan,0.3,134821.807969,3657.039444,871.110331,386.79974,0.10716,0.920103,1502.731503,61.808683,80.176642,6.65509
0,5,,0.5,0,nan,0.3,48380.813496,5559.116145,990.007305,772.279625,0.145827,0.962445,1096.243601,77.306697,131.629839,10.433789
0,6,,0.42667,0,nan,0.3,62781.340194,2868.231576,1733.983912,950.300044,0.108688,1.373192,1597.419817,60.995855,90.37503,11.981155
1,0,2,0.48,0,0.1429,0.3,79686.74629,3112.618728,753.630802,718.99717,0.132222,0.674628,1519.739154,80.273892,177.76357,15.17712
1,1,1,0.47667,0,0.1429,0.3,37910.550376,4164.723199,818.596114,502.300812,0.123518,1.318184,1468.393489,109.459805,160.302582,10.263931
1,2,4,0.47,0,0.1429,0.3,134821.807969,3657.039444,871.110331,386.79974,0.10716,0.920103,1502.731503,61.808683,80.176642,6.65509
1,3,2,0.47667,0,0.1429,0.3,65061.942286,3463.415778,619.328128,936.516255,0.113136,0.702436,1852.718837,79.077768,103.265025,16.419219
1,4,1,0.48,0,0.1429,0.3,26381.670462,4650.590411,668.84282,482.278261,0.111226,0.962497,1688.634564,109.827655,119.92152,7.498385
