generation,model_idx,parent_id,fitness,improved,success_rate,sigma,WinReward,InvestReward,InvestDecay,AntiSpend,SavingsWeight,CombatScale,GadgetUpgrade,GadgetUse
3,6,0,0.67,0,0.2857,0.3,170539.620002,1870.165659,1284.684564,673.727808,0.118269,1.322867,2703.254269,71.60859
4,0,1,0.66333,0,0.0,0.3,84093.627674,4162.743171,886.112607,511.676424,0.158954,1.747003,980.661351,31.960186
4,1,2,0.64333,0,0.0,0.3,40752.655849,3882.840659,1006.716918,1276.819141,0.106592,1.014396,1424.95206,63.656591
4,2,0,0.57333,0,0.0,0.3,80740.760934,2068.426512,1333.974014,586.658139,0.091641,0.757832,3090.132561,43.149258
4,3,1,0.74333,0,0.0,0.3,97089.284791,2548.763621,494.464915,945.930505,0.229576,1.85774,1568.905239,25.611209
4,4,2,0.61667,0,0.0,0.3,54665.911201,3969.819346,1303.298961,1517.559795,0.091334,0.846729,911.277165,66.456318
4,5,0,0.69667,0,0.0,0.3,86135.063469,3432.036466,1157.563811,585.203267,0.079862,0.89973,3847.544318,54.813473
4,6,1,0.73,0,0.0,0.3,71017.835819,4783.218366,931.962676,457.339188,0.300131,1.499678,1229.25818,60.659165
5,0,3,0.78,1,0.7143,0.3,97089.284791,2548.763621,494.464915,945.930505,0.229576,1.85774,1568.905239,25.611209
5,1,6,0.78667,1,0.7143,0.3,71017.835819,4783.218366,931.962676,457.339188,0.300131,1.499678,1229.25818,60.659165
5,2,5,0.74667,1,0.7143,0.3,86135.063469,3432.036466,1157.563811,585.203267,0.079862,0.89973,3847.544318,54.813473
5,3,3,0.75667,1,0.7143,0.3,119136.404855,2779.024651,466.982246,887.09729,0.268953,1.86459,2832.230443,29.37085
5,4,6,0.73667,1,0.7143,0.3,56012.676786,8376.489237,1358.991009,768.383822,0.321492,1.619291,1157.728589,84.155424
5,5,5,0.58,0,0.7143,0.3,85907.287819,2564.558108,1127.910901,821.428722,0.109958,0.834938,3374.773838,31.422123
5,6,3,0.68333,0,0.7143,0.3,182477.671351,4084.798512,580.132168,594.287568,0.181141,1.674646,1988.813753,32.122125
6,0,1,0.80333,1,0.2857,0.3,71017.835819,4783.218366,931.962676,457.339188,0.300131,1.499678,1229.25818,60.659165
6,1,0,0.76667,0,0.2857,0.3,97089.284791,2548.763621,494.464915,945.930505,0.229576,1.85774,1568.905239,25.611209
6,2,3,0.72667,0,0.2857,0.3,119136.404855,2779.024651,466.982246,887.09729,0.268953,1.86459,2832.230443,29.37085
6,3,1,0.70333,0,0.2857,0.3,71570.150749,5770.187428,1038.858813,466.070876,0.242253,1.463221,1101.293035,50.552223
6,4,0,0.65667,0,0.2857,0.3,158460.349051,1169.644407,663.636349,846.026736,0.202328,1.749569,1227.089429,21.825887
6,5,3,0.80333,1,0.2857,0.3,122244.986435,2975.15437,368.171513,1295.775137,0.396153,2.318763,1542.682854,25.617236
6,6,1,0.67,0,0.2857,0.3,64302.249935,5383.819001,979.901002,439.349804,0.283623,1.166051,1139.065775,50.301732
7,0,0,0.64,0,0.0,0.3,71017.835819,4783.218366,931.962676,457.339188,0.300131,1.499678,1229.25818,60.659165
7,1,5,0.71,0,0.0,0.3,122244.986435,2975.15437,368.171513,1295.775137,0.396153,2.318763,1542.682854,25.617236
7,2,1,0.72667,0,0.0,0.3,97089.284791,2548.763621,494.464915,945.930505,0.229576,1.85774,1568.905239,25.611209
7,3,0,0.64,0,0.0,0.3,125340.958493,7946.879802,886.683214,585.689593,0.409132,1.581724,1313.188113,44.983116
7,4,5,0.67,0,0.0,0.3,143294.420465,2497.316056,299.820092,1414.125311,0.69026,1.476444,1065.079094,34.875865
7,5,1,0.60667,0,0.0,0.3,102741.98954,3397.635861,341.799724,534.311035,0.285959,0.880209,1475.086478,14.951006
7,6,0,0.7,0,0.0,0.3,66462.10503,3055.118362,1710.900045,348.227715,0.428829,1.866292,1124.534244,59.48754
8,0,2,0.7,0,0.1429,0.3,97089.284791,2548.763621,494.464915,945.930505,0.229576,1.85774,1568.905239,25.611209
8,1,1,0.76333,1,0.1429,0.3,122244.986435,2975.15437,368.171513,1295.775137,0.396153,2.318763,1542.682854,25.617236
8,2,6,0.64333,0,0.1429,0.3,66462.10503,3055.118362,1710.900045,348.227715,0.428829,1.866292,1124.534244,59.48754
8,3,2,0.70667,0,0.1429,0.3,91414.408472,2512.403718,485.198306,1089.809664,0.333494,1.795046,1061.840012,31.731214
8,4,1,0.65667,0,0.1429,0.3,155067.758295,5517.063311,449.269784,982.872776,0.513036,2.22479,1553.241377,18.601078
8,5,6,0.67,0,0.1429,0.3,80726.519643,2352.570999,1944.116676,402.154699,0.496844,1.942658,1527.448429,64.92108
8,6,2,0.7,0,0.1429,0.3,101260.121391,3089.212849,469.228046,1103.067535,0.219136,1.127756,1741.84332,31.043644
9,0,1,0.72667,0,0.2857,0.3,122244.986435,2975.15437,368.171513,1295.775137,0.396153,2.318763,1542.682854,25.617236
9,1,3,0.62,0,0.2857,0.3,91414.408472,2512.403718,485.198306,1089.809664,0.333494,1.795046,1061.840012,31.731214
9,2,0,0.65,0,0.2857,0.3,97089.284791,2548.763621,494.464915,945.930505,0.229576,1.85774,1568.905239,25.611209
9,3,1,0.70667,0,0.2857,0.3,106778.6318,3673.064285,341.753737,711.709175,0.37348,2.360938,1712.942951,34.682854
9,4,3,0.71333,1,0.2857,0.3,92508.536306,2145.592625,420.086925,1015.595441,0.463691,1.680088,862.488951,28.389562
9,5,0,0.77,1,0.2857,0.3,110950.446476,1650.170765,723.39034,754.274339,0.170365,2.953265,2060.746824,28.887461
9,6,1,0.64,0,0.2857,0.3,146247.876413,3256.070007,186.697756,1893.473681,0.513442,1.870616,3275.878471,47.219355
10,0,5,0.68667,0,0.0,0.3,110950.446476,1650.170765,723.39034,754.274339,0.170365,2.953265,2060.746824,28.887461
10,1,0,0.62667,0,0.0,0.3,122244.986435,2975.15437,368.171513,1295.775137,0.396153,2.318763,1542.682854,25.617236
10,2,4,0.66333,0,0.0,0.3,92508.536306,2145.592625,420.086925,1015.595441,0.463691,1.680088,862.488951,28.389562
10,3,5,0.65,0,0.0,0.3,114049.626314,2463.618718,883.760798,538.727191,0.208679,2.542569,1985.403946,21.341823
10,4,0,0.64333,0,0.0,0.3,72710.219858,2997.678023,280.614143,998.717634,0.276669,2.158875,1150.314334,29.221141
10,5,4,0.58667,0,0.0,0.3,74248.949892,2024.353081,298.249676,1178.017423,0.34795,1.577918,725.248804,33.245279
10,6,5,0.75333,0,0.0,0.3,152654.493828,1821.065929,759.305645,907.3992,0.209754,2.912935,1316.574758,22.863769
11,0,6,0.71333,0,0.0,0.3,152654.493828,1821.065929,759.305645,907.3992,0.209754,2.912935,1316.574758,22.863769
11,1,0,0.62667,0,0.0,0.3,110950.446476,1650.170765,723.39034,754.274339,0.170365,2.953265,2060.746824,28.887461
12,0,0,0.71667,1,0.3333,0.3,152654.493828,1821.065929,759.305645,907.3992,0.209754,2.912935,1316.574758,22.863769
12,1,1,0.56667,0,0.3333,0.3,110950.446476,1650.170765,723.39034,754.274339,0.170365,2.953265,2060.746824,28.887461
12,2,0,0.0,0,0.3333,0.3,133230.47524,2015.683161,524.032957,905.448859,0.163098,2.512364,1224.050025,12.896787
13,0,0,0.50333,0,0.2857,0.3,152654.493828,1821.065929,759.305645,907.3992,0.209754,2.912935,1316.574758,22.863769
13,1,1,0.52333,0,0.2857,0.3,110950.446476,1650.170765,723.39034,754.274339,0.170365,2.953265,2060.746824,28.887461
13,2,2,0.49667,1,0.2857,0.3,133230.47524,2015.683161,524.032957,905.448859,0.163098,2.512364,1224.050025,12.896787
13,3,0,0.50667,0,0.2857,0.3,171133.7091,2621.142648,794.088165,655.484773,0.282189,2.78032,1954.61522,22.686135
13,4,1,0.49,0,0.2857,0.3,157259.329456,1649.250568,673.484809,861.38927,0.152421,2.962282,2326.143424,26.538924
13,5,2,0.48667,1,0.2857,0.3,206965.308659,1253.934489,444.701322,802.110656,0.152077,1.231396,1586.276383,12.280554
13,6,0,0.49333,0,0.2857,0.3,130600.494494,2122.916014,1273.524115,1117.611999,0.180676,3.048608,1968.029754,28.84339
14,0,1,0.49333,0,0.2857,0.3,110950.446476,1650.170765,723.39034,754.274339,0.170365,2.953265,2060.746824,28.887461
14,1,3,0.49667,0,0.2857,0.3,171133.7091,2621.142648,794.088165,655.484773,0.282189,2.78032,1954.61522,22.686135
14,2,0,0.51333,1,0.2857,0.3,152654.493828,1821.065929,759.305645,907.3992,0.209754,2.912935,1316.574758,22.863769
14,3,1,0.51,0,0.2857,0.3,103863.423006,1119.497137,1265.479084,474.373623,0.148808,4.160205,2503.228319,41.974354
14,4,3,0.46333,0,0.2857,0.3,102368.441653,2760.173182,526.711292,785.558321,0.226073,2.966658,1627.684321,18.956316
14,5,0,0.53,1,0.2857,0.3,221452.49656,1178.512246,824.251534,585.437738,0.190481,3.711204,578.072192,23.292262
14,6,1,0.48,0,0.2857,0.3,83901.511014,1352.26573,701.966545,509.069922,0.237623,3.246325,1639.007605,42.408764
15,0,5,0.47667,0,0.0,0.3,221452.49656,1178.512246,824.251534,585.437738,0.190481,3.711204,578.072192,23.292262
15,1,2,0.48667,0,0.0,0.3,152654.493828,1821.065929,759.305645,907.3992,0.209754,2.912935,1316.574758,22.863769
15,2,3,0.44,0,0.0,0.3,103863.423006,1119.497137,1265.479084,474.373623,0.148808,4.160205,2503.228319,41.974354
15,3,5,0.50333,0,0.0,0.3,351760.88253,934.604521,425.852704,587.34976,0.117379,4.433809,733.663965,19.241577
15,4,2,0.48667,0,0.0,0.3,172942.190205,2468.503332,1004.799029,840.433212,0.241421,2.261381,1107.181519,11.461055
15,5,3,0.44667,0,0.0,0.3,164520.122835,1006.145741,1693.747143,621.548887,0.095515,1.707594,2373.558919,59.528298
15,6,5,0.52,0,0.0,0.3,244670.443897,1009.068831,1091.95783,741.162501,0.131872,8.361763,893.603413,20.069581
16,0,6,0.52,0,0.5714,0.3,244670.443897,1009.068831,1091.95783,741.162501,0.131872,8.361763,893.603413,20.069581
16,1,3,0.50333,0,0.5714,0.3,351760.88253,934.604521,425.852704,587.34976,0.117379,4.433809,733.663965,19.241577
16,2,1,0.47333,0,0.5714,0.3,152654.493828,1821.065929,759.305645,907.3992,0.209754,2.912935,1316.574758,22.863769
16,3,6,0.52333,1,0.5714,0.3,197836.042947,1025.716934,992.022821,1064.213914,0.171972,6.267359,1191.024722,16.709084
16,4,3,0.52333,1,0.5714,0.3,282578.427186,884.982918,641.338364,1142.030923,0.091506,4.155031,629.252453,13.263154
16,5,1,0.49333,1,0.5714,0.3,84862.646805,2391.766313,794.726382,1406.322577,0.162267,1.76316,1930.836424,24.698984
16,6,6,0.52667,1,0.5714,0.3,140282.702471,846.630821,920.096324,1123.859811,0.154901,8.673045,748.992342,10.840626
17,0,6,0.53,1,0.1429,0.3,140282.702471,846.630821,920.096324,1123.859811,0.154901,8.673045,748.992342,10.840626
17,1,3,0.48333,0,0.1429,0.3,197836.042947,1025.716934,992.022821,1064.213914,0.171972,6.267359,1191.024722,16.709084
17,2,4,0.41667,0,0.1429,0.3,282578.427186,884.982918,641.338364,1142.030923,0.091506,4.155031,629.252453,13.263154
17,3,6,0.51,0,0.1429,0.3,131905.442176,1033.187457,932.107401,914.548708,0.14067,6.266023,1304.888663,18.336713
17,4,3,0.47667,0,0.1429,0.3,241629.46514,948.729696,772.71576,924.950012,0.067282,6.432648,791.727483,16.463806
17,5,4,0.49,0,0.1429,0.3,523067.699788,1087.487832,658.280207,1009.806235,0.10118,4.419608,381.411931,13.758736
17,6,6,0.5,0,0.1429,0.3,226202.51548,893.060157,772.912814,1287.893422,0.274943,5.003607,656.806446,13.611154
18,0,0,0.49333,0,0.4286,0.3,140282.702471,846.630821,920.096324,1123.859811,0.154901,8.673045,748.992342,10.840626
18,1,3,0.5,0,0.4286,0.3,131905.442176,1033.187457,932.107401,914.548708,0.14067,6.266023,1304.888663,18.336713
18,2,6,0.50333,1,0.4286,0.3,226202.51548,893.060157,772.912814,1287.893422,0.274943,5.003607,656.806446,13.611154
18,3,0,0.47667,0,0.4286,0.3,145350.407027,1108.98178,714.767891,1476.740586,0.112704,10.096484,734.227498,11.090159
18,4,3,0.52,1,0.4286,0.3,106270.700094,1204.916073,1360.612423,888.605593,0.162204,7.399917,1335.52652,13.926727
18,5,6,0.53,1,0.4286,0.3,225235.456587,809.042187,442.872663,1509.119847,0.402634,6.815409,661.800354,13.098211
18,6,0,0.45667,0,0.4286,0.3,141490.831241,1348.749655,1499.919885,1077.536955,0.144599,5.561769,948.868808,7.40111
19,0,5,0.5,0,0.2857,0.3,225235.456587,809.042187,442.872663,1509.119847,0.402634,6.815409,661.800354,13.098211
19,1,4,0.51,0,0.2857,0.3,106270.700094,1204.916073,1360.612423,888.605593,0.162204,7.399917,1335.52652,13.926727
19,2,2,0.50333,0,0.2857,0.3,226202.51548,893.060157,772.912814,1287.893422,0.274943,5.003607,656.806446,13.611154
19,3,5,0.52,0,0.2857,0.3,300587.281613,474.834684,717.445377,1843.949758,0.436675,7.607104,625.129872,10.089316
19,4,4,0.52667,1,0.2857,0.3,126774.255749,1600.172758,1849.761268,793.387673,0.252315,10.521447,1178.36294,11.394072
19,5,2,0.53667,1,0.2857,0.3,167051.91345,619.221405,878.894099,1095.297188,0.370532,6.407628,637.004129,17.192173
19,6,5,0.50333,0,0.2857,0.3,289494.971474,529.313903,802.659551,2238.302232,0.397676,8.168743,944.634298,9.042024
20,0,5,0.52,0,0.0,0.3,167051.91345,619.221405,878.894099,1095.297188,0.370532,6.407628,637.004129,17.192173
20,1,4,0.48333,0,0.0,0.3,126774.255749,1600.172758,1849.761268,793.387673,0.252315,10.521447,1178.36294,11.394072
20,2,3,0.48333,0,0.0,0.3,300587.281613,474.834684,717.445377,1843.949758,0.436675,7.607104,625.129872,10.089316
20,3,5,0.51,0,0.0,0.3,144086.960093,643.042172,1127.627478,1537.015636,0.319462,7.393524,622.448735,18.849244
20,4,4,0.5,0,0.0,0.3,96268.918115,2119.695938,1574.524399,870.879154,0.29822,12.026195,1329.042913,11.705071
20,5,3,0.43333,0,0.0,0.3,472654.943265,615.934348,961.853638,1914.718342,0.380582,5.917504,642.060425,14.770112
20,6,5,0.51,0,0.0,0.3,100785.402689,407.375235,1021.874379,1287.520913,0.349734,5.175766,751.796249,26.226156
21,0,0,0.48667,0,0.0,0.3,167051.91345,619.221405,878.894099,1095.297188,0.370532,6.407628,637.004129,17.192173
21,1,3,0.44667,0,0.0,0.3,144086.960093,643.042172,1127.627478,1537.015636,0.319462,7.393524,622.448735,18.849244
21,2,6,0.51,0,0.0,0.3,100785.402689,407.375235,1021.874379,1287.520913,0.349734,5.175766,751.796249,26.226156
21,3,0,0.42667,0,0.0,0.3,193495.533857,457.429229,768.680276,1079.230241,0.461791,5.277625,715.464975,16.09633
21,4,3,0.46667,0,0.0,0.3,172578.875816,432.336657,1100.958065,1324.168694,0.424835,5.754414,723.43089,9.706989
21,5,6,0.48,0,0.0,0.3,103782.623368,706.222429,1710.512361,1026.958457,0.339707,4.237592,985.016426,43.657925
21,6,0,0.48,0,0.0,0.3,194670.355864,364.398957,644.002874,1102.400337,0.5134,4.431919,731.025441,12.418054
22,0,2,0.53667,1,0.5714,0.3,100785.402689,407.375235,1021.874379,1287.520913,0.349734,5.175766,751.796249,26.226156
22,1,0,0.47333,0,0.5714,0.3,167051.91345,619.221405,878.894099,1095.297188,0.370532,6.407628,637.004129,17.192173
22,2,5,0.52,1,0.5714,0.3,103782.623368,706.222429,1710.512361,1026.958457,0.339707,4.237592,985.016426,43.657925
22,3,2,0.49333,0,0.5714,0.3,97011.776213,395.06952,689.709692,1900.487761,0.378374,6.151271,737.897939,31.450056
22,4,0,0.49,1,0.5714,0.3,150963.827418,732.890691,875.77031,813.933777,0.241163,5.291278,790.103126,12.133453
22,5,5,0.46667,0,0.5714,0.3,73992.306446,714.098014,1893.553678,1058.574392,0.270432,3.914455,648.608472,35.653468
22,6,2,0.51667,1,0.5714,0.3,94424.236332,473.44147,1560.00649,1007.121204,0.276549,7.822043,799.984542,24.884262
23,0,0,0.54667,1,0.7143,0.3,100785.402689,407.375235,1021.874379,1287.520913,0.349734,5.175766,751.796249,26.226156
23,1,2,0.53667,1,0.7143,0.3,103782.623368,706.222429,1710.512361,1026.958457,0.339707,4.237592,985.016426,43.657925
23,2,6,0.52667,1,0.7143,0.3,94424.236332,473.44147,1560.00649,1007.121204,0.276549,7.822043,799.984542,24.884262
23,3,0,0.46,0,0.7143,0.3,111534.185,529.06872,680.568292,711.273729,0.449206,7.329255,1089.241244,25.52429
23,4,2,0.52333,1,0.7143,0.3,113206.104568,1219.754683,1456.490506,686.745049,0.338232,3.659143,1004.0034,63.419498
23,5,6,0.52,1,0.7143,0.3,87758.093342,590.164009,2730.207045,477.05147,0.356402,6.131031,709.805724,29.694556
23,6,0,0.52333,0,0.7143,0.3,110568.47073,317.528945,1078.307198,1176.211633,0.271137,6.725535,1348.546689,36.990533
24,0,0,0.46333,0,0.0,0.3,100785.402689,407.375235,1021.874379,1287.520913,0.349734,5.175766,751.796249,26.226156
24,1,1,0.44333,0,0.0,0.3,103782.623368,706.222429,1710.512361,1026.958457,0.339707,4.237592,985.016426,43.657925
24,2,2,0.50667,0,0.0,0.3,94424.236332,473.44147,1560.00649,1007.121204,0.276549,7.822043,799.984542,24.884262
24,3,0,0.42667,0,0.0,0.3,132092.669875,249.107584,645.633636,1172.371913,0.341269,3.472533,861.815106,26.447873
24,4,1,0.47667,0,0.0,0.3,99601.945193,963.75653,2209.498526,801.411731,0.359529,3.508045,774.510068,52.935626
24,5,2,0.45,0,0.0,0.3,88911.760547,523.971448,1012.035469,1752.11987,0.455801,6.113733,538.770062,22.19665
24,6,0,0.42333,0,0.0,0.3,83311.628816,320.303361,1114.009398,1016.832593,0.356606,4.34664,498.498286,33.232596
25,0,2,0.46667,0,0.7143,0.3,94424.236332,473.44147,1560.00649,1007.121204,0.276549,7.822043,799.984542,24.884262
25,1,4,0.50333,1,0.7143,0.3,99601.945193,963.75653,2209.498526,801.411731,0.359529,3.508045,774.510068,52.935626
25,2,0,0.53667,1,0.7143,0.3,100785.402689,407.375235,1021.874379,1287.520913,0.349734,5.175766,751.796249,26.226156
25,3,2,0.52333,1,0.7143,0.3,67013.495257,533.110513,1583.820658,823.892646,0.238024,10.432224,843.236727,43.291408
25,4,4,0.52333,1,0.7143,0.3,104394.10117,767.86562,1592.672831,1253.741369,0.274282,1.905318,983.490091,43.015472
25,5,0,0.46,0,0.7143,0.3,129513.980251,541.772461,1528.525486,1786.978831,0.365738,4.532709,1174.10759,21.966205
25,6,2,0.53667,1,0.7143,0.3,80604.80112,400.159294,1246.962193,831.716417,0.484262,5.964023,556.720809,28.780546
26,0,2,0.45667,0,0.2857,0.3,100785.402689,407.375235,1021.874379,1287.520913,0.349734,5.175766,751.796249,26.226156
26,1,6,0.50333,0,0.2857,0.3,80604.80112,400.159294,1246.962193,831.716417,0.484262,5.964023,556.720809,28.780546
26,2,3,0.54667,1,0.2857,0.3,67013.495257,533.110513,1583.820658,823.892646,0.238024,10.432224,843.236727,43.291408
26,3,2,0.50333,0,0.2857,0.3,122494.886872,444.035051,1073.426481,781.072296,0.345248,4.908636,686.814636,22.792854
26,4,6,0.46,0,0.2857,0.3,75999.911479,483.987214,1442.129675,702.023071,0.391619,5.803219,549.491184,28.289313
26,5,3,0.52667,1,0.2857,0.3,42415.368506,386.832837,1510.541759,748.797605,0.350008,14.47628,876.06686,32.664516
26,6,2,0.5,0,0.2857,0.3,94950.468206,460.841201,1053.091421,1582.075735,0.557619,4.988957,767.843457,25.437534
27,0,2,0.45,0,0.1429,0.3,67013.495257,533.110513,1583.820658,823.892646,0.238024,10.432224,843.236727,43.291408
27,1,5,0.48667,0,0.1429,0.3,42415.368506,386.832837,1510.541759,748.797605,0.350008,14.47628,876.06686,32.664516
27,2,1,0.5,0,0.1429,0.3,80604.80112,400.159294,1246.962193,831.716417,0.484262,5.964023,556.720809,28.780546
27,3,2,0.46,0,0.1429,0.3,61037.365257,350.969618,1256.558912,1046.141925,0.263026,8.580018,807.845048,27.150428
27,4,5,0.47333,0,0.1429,0.3,51209.12542,393.314797,1508.581303,638.66762,0.439058,16.53306,976.680021,16.601157
27,5,1,0.51333,1,0.1429,0.3,89638.343491,343.195886,668.604272,1059.517104,0.310531,5.327863,753.925681,14.66832
27,6,2,0.47667,0,0.1429,0.3,120251.153582,591.322287,1458.337441,1291.396362,0.227045,13.957267,1595.8141,47.764851
28,0,5,0.45,0,0.0,0.3,89638.343491,343.195886,668.604272,1059.517104,0.310531,5.327863,753.925681,14.66832
